x plastic strain,x true stress,y plastic strain,y true stress
2.02E-05,370.79185,-5.11E-06,185.70976
2.56E-05,388.76706,-1.25E-05,193.22299
2.84E-05,405.90336,-1.17E-05,203.34364
3.45E-05,424.88168,-1.31E-05,212.0014
7.37E-05,508.61828,-2.18E-05,253.82051
1.26E-04,568.16118,-3.04E-05,283.96886
1.67E-04,599.82932,-4.29E-05,298.47942
1.97E-04,622.01722,-4.02E-05,310.65307
2.28E-04,638.49327,-4.42E-05,317.95371
2.56E-04,652.52452,-4.32E-05,326.51443
2.83E-04,664.65985,-4.33E-05,331.36846
3.11E-04,675.94155,-4.89E-05,337.214
3.36E-04,684.99972,-4.43E-05,341.986
3.64E-04,693.2797,-4.82E-05,345.99166
3.89E-04,701.32628,-4.56E-05,350.62837
4.13E-04,708.31866,-4.61E-05,353.4256
4.38E-04,715.05777,-4.78E-05,357.61258
4.63E-04,721.02358,-4.47E-05,359.96859
4.89E-04,726.95872,-4.90E-05,363.13003
5.12E-04,732.29538,-4.33E-05,366.52335
5.39E-04,737.02591,-4.94E-05,367.43473
5.60E-04,742.11368,-4.54E-05,371.39038
5.87E-04,747.10096,-4.90E-05,371.85762
6.12E-04,750.85866,-4.78E-05,375.38782
6.36E-04,754.98278,-4.51E-05,376.77526
6.60E-04,759.90053,-4.90E-05,379.58246
6.85E-04,763.77244,-4.70E-05,381.24733
7.10E-04,766.61468,-4.68E-05,382.83037
7.33E-04,770.35313,-4.52E-05,386.10067
7.59E-04,774.5221,-4.63E-05,386.02849
7.82E-04,777.14225,-4.66E-05,388.99988
8.06E-04,780.14436,-4.45E-05,389.36937
8.32E-04,783.89169,-4.77E-05,391.18185
8.57E-04,786.72958,-4.55E-05,392.94551
8.79E-04,789.10752,-4.38E-05,394.13238
9.03E-04,792.86046,-4.42E-05,397.38264
9.28E-04,795.29994,-4.46E-05,396.39277
9.53E-04,797.48682,-4.58E-05,398.89624
9.76E-04,800.37441,-4.20E-05,400.09227
1.00E-03,803.83402,-4.44E-05,401.40413
1.03E-03,805.88414,-4.16E-05,403.67943
1.05E-03,807.83704,-4.26E-05,403.3108
1.08E-03,810.66737,-4.46E-05,405.28458
1.10E-03,812.67688,-3.95E-05,406.05016
1.12E-03,815.31407,-4.26E-05,408.02887
1.15E-03,817.17084,-4.27E-05,407.66841
1.17E-03,819.30642,-4.21E-05,408.92496
1.19E-03,821.60368,-3.91E-05,411.9454
1.22E-03,824.07934,-4.06E-05,410.88344
1.24E-03,825.62057,-4.12E-05,413.24579
1.27E-03,827.86152,-3.86E-05,413.37093
1.29E-03,829.28234,-3.93E-05,415.06248
1.32E-03,831.61246,-4.02E-05,415.26537
1.34E-03,833.66274,-3.99E-05,415.69252
1.36E-03,835.67114,-3.76E-05,418.89031
1.39E-03,837.14417,-3.77E-05,417.35983
1.41E-03,838.93974,-3.99E-05,419.2393
1.43E-03,841.34018,-3.32E-05,421.05159
1.46E-03,843.12899,-3.79E-05,420.96467
1.48E-03,844.13312,-3.55E-05,422.44405
0.0015,845.44387,-3.45E-05,422.03307
0.00152,847.43321,-3.38E-05,425.18466
0.00155,849.35451,-3.42E-05,423.64147
0.00157,850.46377,-3.69E-05,424.85983
0.00159,852.51321,-3.25E-05,426.44385
0.00162,853.61825,-3.41E-05,426.31215
0.00164,855.47041,-3.28E-05,428.45723
0.00166,857.41523,-3.23E-05,427.74258
0.00169,858.74339,-3.48E-05,429.30157
0.00171,860.02541,-2.85E-05,430.15351
0.00173,861.55893,-3.20E-05,430.87711
0.00176,862.95173,-3.08E-05,431.36309
0.00178,864.81242,-3.06E-05,431.44256
0.0018,865.72513,-3.00E-05,433.91763
0.00182,867.64244,-2.75E-05,433.03368
0.00184,867.62589,-2.82E-05,435.13882
0.00187,870.17565,-2.74E-05,434.71122
0.00189,871.17087,-2.88E-05,435.37872
0.00191,872.86648,-2.96E-05,436.18513
0.00193,873.8751,-2.50E-05,436.67889
0.00195,874.82243,-2.61E-05,438.82772
0.00198,876.49523,-2.56E-05,437.24388
0.002,877.62472,-2.68E-05,439.28243
0.00202,878.51656,-2.27E-05,440.07783
0.00204,880.14113,-2.49E-05,440.3271
0.00206,881.57832,-2.58E-05,440.31058
0.00209,882.95008,-2.57E-05,440.86364
0.00211,883.6563,-2.27E-05,442.42532
0.00213,884.58935,-2.23E-05,442.56456
0.00215,886.23357,-2.25E-05,442.91465
0.00217,887.33122,-2.15E-05,443.88669
0.00219,888.37566,-2.14E-05,444.27292
0.00221,889.85486,-2.11E-05,444.85916
0.00224,890.91756,-2.10E-05,445.2577
0.00226,891.5395,-1.94E-05,445.82305
0.00228,892.67147,-1.93E-05,446.21485
0.0023,894.19216,-1.77E-05,447.60203
0.00232,894.82609,-1.66E-05,447.99336
0.00234,896.01847,-1.72E-05,448.19614
0.00236,897.33803,-1.77E-05,448.25856
0.00238,898.25644,-1.61E-05,449.42096
0.0024,898.9919,-1.65E-05,449.59589
0.00242,900.04436,-1.63E-05,449.86209
0.00244,901.1271,-1.49E-05,450.57632
0.00246,902.4662,-1.45E-05,451.38688
0.00249,903.09285,-1.34E-05,452.10789
0.00251,904.21519,-1.42E-05,452.08763
0.00253,905.50253,-1.47E-05,452.19295
0.00255,906.31725,-1.08E-05,453.83593
0.00257,907.35599,-1.12E-05,453.91935
0.00259,908.26997,-1.04E-05,454.48416
0.00261,909.2762,-1.17E-05,454.56811
0.00263,910.12269,-1.02E-05,455.32396
0.00265,911.26485,-8.49E-06,456.18057
0.00267,912.11232,-8.26E-06,456.47766
0.00269,912.99934,-9.51E-06,456.46725
0.00271,913.73731,-7.61E-06,457.31545
0.00273,914.82749,-6.64E-06,457.59968
0.00275,915.48538,-6.51E-06,457.85154
0.00277,916.01933,-6.39E-06,458.14322
0.00279,917.25726,-5.22E-06,459.16396
0.00281,918.06715,-4.43E-06,459.36604
0.00283,919.16878,-3.59E-06,460.12611
0.00285,919.82456,-4.69E-06,459.95854
0.00287,921.23018,-4.36E-06,460.57168
0.00289,921.75619,-2.81E-06,461.44635
0.00291,922.61939,-3.55E-06,461.28678
0.00293,923.37027,-2.99E-06,461.48719
0.00295,924.3977,-1.29E-06,462.47421
0.00297,924.84302,1.07E-07,463.24596
0.00298,925.21679,1.73E-07,463.11963
0.003,926.6314,-1.42E-07,463.32769
0.00302,927.32383,1.11E-08,463.62252
0.00304,928.14244,6.38E-07,464.44043
0.00306,928.79634,9.96E-07,464.7065
0.00308,929.96565,1.70E-06,465.32429
0.0031,930.43994,2.04E-06,465.51813
0.00312,931.11473,2.59E-06,465.69081
0.00314,932.18226,4.21E-06,466.86434
0.00316,932.9221,3.81E-06,466.71275
0.00317,933.5092,6.82E-06,467.97438
0.00319,934.18524,5.56E-06,467.52695
0.00321,935.16285,5.59E-06,467.65622
0.00323,936.52301,4.91E-06,468.29396
0.00325,936.45241,6.37E-06,468.17902
0.00327,937.85617,9.84E-06,471.23139
0.00329,939.00441,6.60E-06,468.29632
0.00331,938.67262,6.03E-06,470.49581
0.00333,939.28865,1.03E-05,469.69784
0.00335,940.38203,7.83E-06,471.64464
0.00337,940.96596,1.01E-05,470.53488
0.00339,942.23467,6.85E-06,470.96764
0.00341,942.85621,9.74E-06,471.60237
0.00343,942.93383,9.44E-06,471.27257
0.00344,943.61144,1.11E-05,473.34187
0.00346,944.59313,1.16E-05,471.79628
0.00348,945.69827,9.84E-06,473.66311
0.0035,946.05056,1.29E-05,472.48123
0.00352,946.55002,1.14E-05,474.6441
0.00354,947.50562,1.31E-05,473.59936
0.00356,948.10612,1.13E-05,474.37726
0.00357,948.8878,1.55E-05,475.35281
0.00359,949.1683,1.42E-05,475.05272
0.00361,950.32391,1.37E-05,475.78494
0.00363,950.51747,1.54E-05,475.1188
0.00365,951.32598,1.51E-05,477.0651
0.00366,951.8541,1.81E-05,476.08939
0.00368,953.17582,1.65E-05,478.15341
0.0037,953.40197,1.76E-05,476.56708
0.00372,954.13756,1.51E-05,477.5529
0.00374,954.44627,2.03E-05,478.18965
0.00376,955.79104,1.81E-05,478.64664
0.00378,955.84692,1.80E-05,478.61953
0.00379,956.94123,1.76E-05,477.96003
0.00381,957.31252,1.68E-05,479.10723
0.00383,958.10762,1.84E-05,478.2035
0.00385,957.87482,1.85E-05,480.04605
0.00387,959.43816,2.19E-05,479.91371
0.00389,959.95154,2.08E-05,481.2549
0.00391,960.42093,2.12E-05,480.13526
0.00392,960.83347,2.08E-05,480.88362
0.00394,961.25739,2.26E-05,481.49442
0.00396,962.29456,2.21E-05,481.23092
0.00398,962.5548,2.44E-05,482.81261
0.00399,963.68087,2.41E-05,481.69486
0.00401,963.66088,2.26E-05,483.0316
0.00403,964.68007,2.35E-05,481.92828
0.00405,964.80612,2.18E-05,483.07976
0.00406,965.82063,2.69E-05,483.60045
0.00408,966.46817,2.49E-05,483.99986
0.0041,967.03957,2.50E-05,483.68876
0.00412,967.25361,2.56E-05,483.85815
0.00414,968.25433,2.63E-05,485.13381
0.00416,968.36308,2.67E-05,484.14163
0.00417,969.40012,2.51E-05,485.20327
0.00419,970.07873,2.85E-05,484.98035
0.00421,970.38219,2.85E-05,486.99868
0.00423,970.75507,2.93E-05,485.47101
0.00425,971.93269,2.70E-05,486.21601
0.00426,972.26915,3.04E-05,486.74373
0.00428,972.30376,2.95E-05,486.71018
0.0043,973.60795,2.97E-05,487.46873
0.00432,973.83945,3.07E-05,486.83023
0.00434,974.20635,3.04E-05,488.12106
0.00435,974.81813,3.28E-05,487.2213
0.00437,975.68344,3.07E-05,488.84234
0.00439,976.19188,3.37E-05,488.13276
0.00441,975.84968,3.44E-05,489.81016
0.00442,976.91675,3.45E-05,488.88937
0.00444,977.36598,3.37E-05,489.20525
0.00446,978.00806,3.48E-05,489.81527
0.00448,978.62402,3.45E-05,489.29554
0.00449,979.33247,3.41E-05,490.4166
0.00451,979.53504,3.72E-05,489.76321
0.00453,980.28927,3.67E-05,492.07909
0.00455,980.42271,3.79E-05,490.13374
0.00456,981.68896,3.54E-05,491.39601
0.00458,981.7311,3.83E-05,490.96891
0.0046,981.83422,3.69E-05,491.3728
0.00462,982.65646,4.10E-05,492.95019
0.00463,983.334,3.93E-05,491.96985
0.00465,983.89549,3.89E-05,492.95183
0.00467,984.40014,4.09E-05,492.04873
0.00469,984.7223,4.02E-05,493.98829
0.00471,984.94036,4.18E-05,492.38313
0.00472,985.35859,3.98E-05,493.82729
0.00474,986.61038,4.38E-05,493.57828
0.00475,986.47953,4.23E-05,494.13561
0.00477,987.04511,4.28E-05,494.05243
0.00479,987.23481,4.28E-05,494.03365
0.00481,988.15729,4.49E-05,495.67669
0.00482,988.71381,4.54E-05,494.42165
0.00484,989.25516,4.27E-05,495.68744
0.00486,989.53215,4.56E-05,494.51167
0.00488,990.1164,4.32E-05,496.09701
0.0049,990.41087,4.64E-05,495.22985
0.00491,991.12515,4.34E-05,495.91238
0.00493,991.77228,4.80E-05,496.53086
0.00495,991.86457,4.75E-05,496.70889
0.00497,992.48062,4.76E-05,497.29207
0.00498,992.53881,4.92E-05,496.33888
0.005,994.26329,4.72E-05,498.15999
0.00502,993.8506,4.93E-05,496.64804
0.00503,994.26928,4.67E-05,498.22216
0.00505,994.80286,5.04E-05,497.24627
0.00507,995.33895,4.93E-05,498.84415
0.00509,995.47185,5.18E-05,498.41325
0.0051,996.00085,5.04E-05,498.55036
0.00512,996.67799,5.29E-05,499.74182
0.00514,996.8552,5.25E-05,498.78131
0.00516,997.50325,5.07E-05,499.86192
0.00517,997.93971,5.33E-05,498.71285
0.00519,998.79685,5.13E-05,500.66123
0.00521,998.78611,5.48E-05,499.50652
0.00522,999.30447,5.26E-05,500.79767
0.00524,1000.01194,5.57E-05,500.33933
0.00526,1000.22666,5.48E-05,501.35014
0.00528,1000.56091,5.62E-05,501.55374
0.00529,1001.68761,5.53E-05,501.05222
0.00531,1001.23703,5.57E-05,501.95988
0.00533,1001.90722,5.64E-05,500.83604
0.00535,1002.2435,5.46E-05,502.23294
0.00536,1003.40194,5.79E-05,501.60377
0.00538,1003.2404,5.69E-05,503.17667
0.0054,1004.08146,5.94E-05,502.53419
0.00541,1004.61967,5.72E-05,502.97061
0.00543,1004.47807,6.18E-05,504.09873
0.00545,1004.63393,5.95E-05,503.27774
0.00546,1005.72179,5.88E-05,503.78943
0.00548,1006.56162,6.00E-05,502.95567
0.0055,1006.15455,5.91E-05,504.39712
0.00552,1006.52107,6.17E-05,503.49831
0.00553,1006.82797,6.07E-05,505.15734
0.00555,1007.86994,6.25E-05,504.10848
0.00557,1008.35761,6.05E-05,504.83691
0.00559,1008.53691,6.23E-05,504.48573
0.0056,1008.77758,6.18E-05,504.72596
0.00562,1009.14894,6.37E-05,505.85922
0.00564,1009.57109,6.42E-05,505.02848
0.00565,1009.97462,6.31E-05,505.98802
0.00567,1011.20229,6.41E-05,505.09531
0.00569,1010.86615,6.26E-05,506.43265
0.00571,1011.01237,6.66E-05,506.05196
0.00572,1011.71997,6.54E-05,507.30828
0.00574,1011.99742,6.73E-05,506.78402
0.00576,1012.20717,6.66E-05,507.12702
0.00577,1013.30301,6.68E-05,507.70427
0.00579,1013.57654,6.69E-05,507.04823
0.00581,1012.98582,6.66E-05,507.70638
0.00582,1014.12343,6.83E-05,506.91807
0.00584,1014.71919,6.66E-05,508.42446
0.00586,1014.78616,6.92E-05,507.35157
0.00588,1014.86041,6.73E-05,508.31857
0.00589,1015.91268,7.16E-05,508.86407
0.00591,1015.98065,7.13E-05,509.96454
0.00592,1016.32057,7.07E-05,509.1589
0.00594,1017.16096,6.94E-05,508.5565
0.00596,1017.31388,7.03E-05,509.53139
0.00598,1017.34361,7.19E-05,508.72309
0.00599,1017.64211,7.13E-05,510.50901
0.00601,1018.58115,7.34E-05,509.56292
0.00602,1018.6769,7.16E-05,510.43556
0.00604,1018.96475,7.38E-05,509.77993
0.00606,1019.59313,7.18E-05,510.37212
0.00608,1019.57382,7.46E-05,510.66102
0.00609,1020.22768,7.36E-05,510.65335
0.00611,1020.5731,7.51E-05,511.61039
0.00613,1021.2283,7.55E-05,510.69926
0.00614,1021.66464,7.38E-05,511.92225
0.00616,1021.34142,7.67E-05,510.98375
0.00618,1021.61021,7.65E-05,512.62337
0.00619,1023.08657,7.77E-05,511.64731
0.00621,1023.00341,7.64E-05,512.38305
0.00623,1023.26452,7.80E-05,512.22216
0.00625,1023.41927,7.67E-05,511.89401
0.00626,1023.78623,7.81E-05,512.83267
0.00628,1024.76229,7.90E-05,512.57858
0.0063,1024.74181,7.97E-05,514.09001
0.00631,1024.86271,8.13E-05,512.86115
0.00633,1025.23973,7.88E-05,514.23161
0.00635,1025.73546,8.09E-05,513.17011
0.00636,1025.96857,8.10E-05,514.52759
0.00638,1026.5485,8.26E-05,513.82866
0.0064,1026.80962,8.07E-05,513.961
0.00641,1027.20568,8.20E-05,514.4017
0.00643,1027.54311,8.26E-05,514.04008
0.00644,1027.86285,8.44E-05,516.00443
0.00646,1028.21093,8.47E-05,514.45745
0.00648,1028.80359,8.36E-05,516.09885
0.00649,1028.87728,8.61E-05,514.95591
0.00651,1028.65624,8.34E-05,515.60929
0.00653,1029.70973,8.50E-05,515.16699
0.00654,1029.86702,8.42E-05,515.77168
0.00656,1030.50817,8.70E-05,516.66616
0.00658,1030.87951,8.69E-05,516.29944
0.0066,1031.17234,8.59E-05,516.8271
0.00661,1031.66197,8.69E-05,515.81448
0.00663,1031.7951,8.60E-05,517.32555
0.00665,1031.84777,8.89E-05,516.22778
0.00666,1032.4798,8.78E-05,517.74593
0.00668,1033.05593,9.04E-05,517.12361
0.0067,1032.91977,8.95E-05,518.03119
0.00671,1033.26509,8.99E-05,517.59915
0.00673,1033.81813,8.96E-05,517.51044
0.00675,1034.15937,8.97E-05,518.19301
0.00676,1034.5293,9.05E-05,517.26593
0.00678,1034.75273,9.00E-05,518.85803
0.0068,1035.25152,9.19E-05,517.85033
0.00681,1035.06794,9.10E-05,519.17378
0.00683,1036.04926,9.39E-05,518.52357
0.00685,1036.23794,9.30E-05,519.55621
0.00686,1036.70168,9.35E-05,519.12899
0.00688,1036.49072,9.25E-05,518.8676
0.0069,1037.32651,9.33E-05,519.59308
0.00691,1037.35499,9.48E-05,518.98042
0.00693,1038.11656,9.26E-05,520.04976
0.00695,1037.946,9.53E-05,519.17422
0.00696,1038.47778,9.51E-05,521.25864
0.00698,1039.21165,9.61E-05,519.73927
0.007,1039.14712,9.53E-05,520.87441
0.00701,1039.18545,1.01E-04,521.47704
0.00703,1040.29812,9.54E-05,520.64739
0.00705,1039.6077,9.69E-05,520.7549
0.00707,1040.03048,9.81E-05,520.42552
0.00708,1041.18543,9.79E-05,521.86141
0.0071,1040.87666,9.91E-05,520.51307
0.00712,1041.3086,9.71E-05,521.91224
0.00713,1041.62648,1.01E-04,521.36841
0.00715,1041.96556,9.95E-05,522.82246
0.00716,1042.10704,1.01E-04,521.77351
0.00718,1042.81719,9.85E-05,521.99775
0.0072,1043.51479,9.98E-05,522.2029
0.00722,1043.06933,1.02E-04,522.47518
0.00723,1043.02582,1.05E-04,524.29987
0.00725,1044.01628,1.03E-04,522.24174
0.00726,1044.21288,1.02E-04,523.59982
0.00728,1045.04531,1.03E-04,522.56549
0.0073,1044.60758,1.02E-04,523.61704
0.00731,1045.55999,1.05E-04,523.32907
0.00733,1045.59814,1.03E-04,524.00207
0.00735,1045.64223,1.06E-04,524.2814
0.00736,1045.92365,1.06E-04,524.21511
0.00738,1046.45703,1.06E-04,524.71662
0.0074,1046.84687,1.06E-04,523.74721
0.00742,1046.75938,1.05E-04,524.8011
0.00743,1047.63884,1.06E-04,523.8252
0.00745,1047.46788,1.05E-04,524.92515
0.00746,1048.04009,1.07E-04,524.0528
0.00748,1048.19007,1.07E-04,525.11584
0.0075,1048.60016,1.09E-04,525.14824
0.00751,1048.55991,1.09E-04,525.31678
0.00753,1049.19377,1.10E-04,526.15517
0.00755,1049.75195,1.10E-04,525.41834
0.00756,1050.00324,1.09E-04,526.52494
0.00758,1049.65804,1.12E-04,525.70173
0.0076,1049.97904,1.10E-04,527.07302
0.00761,1051.14921,1.11E-04,525.74285
0.00763,1051.05289,1.10E-04,526.53505
0.00765,1051.4036,1.12E-04,526.26563
0.00767,1051.47642,1.11E-04,526.68131
0.00768,1052.49324,1.12E-04,527.38957
0.0077,1051.91498,1.13E-04,526.61378
0.00772,1052.35889,1.13E-04,527.8815
0.00773,1053.16147,1.14E-04,526.7136
0.00775,1053.19016,1.11E-04,527.93059
0.00777,1053.06734,1.14E-04,526.92646
0.00778,1053.31715,1.14E-04,528.40467
0.0078,1053.93078,1.16E-04,527.71971
0.00782,1054.03389,1.15E-04,528.18584
0.00783,1054.49618,1.18E-04,529.22093
0.00785,1054.90115,1.16E-04,528.24527
0.00786,1054.66125,1.17E-04,528.96182
0.00788,1055.60746,1.17E-04,528.12122
0.0079,1055.96537,1.16E-04,529.49709
0.00792,1056.10244,1.18E-04,528.22962
0.00793,1055.79152,1.17E-04,529.41439
0.00795,1056.49715,1.19E-04,528.89394
0.00796,1056.67757,1.18E-04,529.36123
0.00798,1057.53827,1.18E-04,529.40605
0.008,1056.9875,1.19E-04,529.29036
0.00801,1057.94233,1.22E-04,531.07568
0.00803,1057.83171,1.21E-04,529.76571
0.00805,1058.0698,1.19E-04,530.68237
0.00807,1058.73848,1.20E-04,529.20875
0.00808,1058.71955,1.20E-04,530.84186
0.0081,1058.66811,1.23E-04,530.17403
0.00812,1059.42752,1.20E-04,530.82351
0.00813,1059.55376,1.23E-04,531.15506
0.00815,1060.13669,1.23E-04,531.09467
0.00817,1060.12972,1.23E-04,531.3891
0.00818,1060.28599,1.24E-04,530.70076
0.0082,1060.67834,1.23E-04,531.88303
0.00822,1060.55731,1.25E-04,530.94796
0.00823,1061.47809,1.23E-04,532.20355
0.00825,1061.46333,1.26E-04,531.22875
0.00826,1062.27005,1.25E-04,532.42216
