x plastic strain,x true stress,y plastic strain,y true stress
6.18E-06,5.00801,2.59E-05,9.50065
6.42E-06,4.79807,2.55E-05,9.70406
6.08E-06,5.14232,2.43E-05,11.04772
6.86E-06,5.30238,2.58E-05,9.92372
6.67E-06,5.40677,2.26E-05,10.74988
6.55E-06,5.35643,2.55E-05,9.91861
6.81E-06,5.65405,2.28E-05,10.49752
5.58E-06,5.87048,2.49E-05,10.53976
5.37E-06,5.31096,2.48E-05,10.74503
5.95E-06,5.20936,2.34E-05,11.27294
5.73E-06,5.54688,2.59E-05,10.60449
6.03E-06,6.07926,2.26E-05,11.63222
7.40E-06,6.04029,2.48E-05,11.1593
7.39E-06,5.89624,2.25E-05,11.59835
6.20E-06,6.24396,2.37E-05,11.46012
6.05E-06,6.43417,2.37E-05,11.44945
5.63E-06,5.98159,2.31E-05,12.20676
6.12E-06,6.37409,2.49E-05,11.57402
6.59E-06,6.84895,2.12E-05,12.92231
6.34E-06,6.39868,2.42E-05,12.49811
6.30E-06,6.5555,2.21E-05,13.40316
6.68E-06,7.39037,2.23E-05,13.3178
7.46E-06,7.75667,2.28E-05,13.50407
4.62E-06,7.21151,2.13E-05,15.78045
4.47E-06,7.66942,2.39E-05,14.98187
3.04E-06,8.61285,2.09E-05,16.90591
4.34E-06,8.94922,2.29E-05,16.80458
4.34E-06,8.82975,2.08E-05,18.32806
2.07E-06,9.72886,2.06E-05,20.68109
5.20E-06,11.24996,1.95E-05,20.47439
5.57E-06,11.46988,1.69E-05,22.27068
2.94E-06,11.96929,2.00E-05,24.01702
3.03E-06,13.37832,1.55E-05,26.59228
1.64E-06,14.31294,1.78E-05,28.5224
1.71E-06,14.74001,1.58E-05,29.74905
1.75E-06,16.73618,1.51E-05,32.94345
2.10E-06,17.40429,1.55E-05,33.63084
4.92E-06,20.24658,1.02E-05,39.32631
4.15E-06,20.36742,1.28E-05,40.46228
2.00E-06,22.31998,1.02E-05,44.22921
7.51E-07,24.44213,1.25E-05,48.24774
3.34E-06,26.18371,9.68E-06,51.08261
-3.16E-08,27.84859,8.79E-06,56.23673
9.58E-07,31.10735,9.01E-06,59.7845
1.15E-07,32.59484,5.83E-06,64.94021
1.13E-06,34.96396,8.74E-06,69.44166
1.39E-06,37.36254,4.23E-06,74.13862
2.43E-06,40.63093,4.80E-06,80.44063
2.90E-06,42.99755,3.93E-06,85.05584
2.75E-06,46.60141,1.79E-06,92.83705
1.79E-06,49.86609,3.88E-06,98.29063
2.52E-06,53.2666,-9.03E-07,105.70861
1.82E-08,56.2772,3.19E-06,112.51583
-2.00E-06,59.90313,4.76E-07,120.06017
-1.40E-07,65.04807,4.46E-07,128.17776
3.19E-07,67.97171,5.13E-07,135.44962
7.98E-08,72.31805,-1.81E-06,144.6336
-7.57E-07,77.27786,1.60E-06,153.14336
-7.20E-07,81.7958,-1.30E-06,163.26179
-7.66E-07,86.43375,2.72E-06,172.84964
8.89E-07,91.81095,-2.35E-07,182.62282
7.62E-07,97.41709,7.78E-07,193.89959
2.25E-06,102.59004,1.92E-06,204.3056
2.80E-06,108.22522,1.90E-07,217.10752
5.32E-06,114.43504,3.19E-06,228.41015
9.60E-06,120.64453,-1.51E-06,240.55479
1.06E-05,126.79158,2.19E-06,254.00628
1.32E-05,133.54,1.15E-06,266.80612
1.46E-05,141.10485,3.75E-06,281.50469
1.61E-05,147.2315,6.89E-06,294.7395
2.13E-05,154.98691,5.43E-06,309.33814
2.13E-05,162.83735,1.34E-05,325.03828
2.57E-05,171.09719,1.32E-05,340.96243
2.56E-05,178.05421,2.23E-05,357.71088
3.18E-05,187.03231,2.51E-05,374.02933
3.36E-05,196.18678,3.24E-05,392.56606
3.68E-05,205.17422,4.26E-05,409.54871
3.63E-05,215.09501,5.95E-05,430.44814
3.68E-05,263.07846,2.34E-04,528.27114
4.11E-05,287.33189,3.23E-04,577.13603
4.19E-05,302.29256,4.08E-04,606.15227
4.20E-05,313.13662,4.76E-04,626.9078
4.06E-05,322.07348,5.41E-04,644.23176
3.89E-05,328.22003,6.00E-04,657.59189
4.02E-05,333.95433,6.51E-04,669.29922
3.62E-05,339.15614,7.07E-04,680.22179
3.66E-05,344.50484,7.51E-04,689.16248
3.29E-05,347.93016,8.03E-04,698.03914
3.60E-05,352.29441,8.42E-04,704.81867
3.16E-05,355.31522,8.87E-04,712.90638
3.10E-05,358.79113,9.29E-04,719.10751
3.09E-05,361.31399,9.67E-04,725.58315
3.47E-05,365.4906,1.01E-03,730.88065
3.20E-05,367.25364,1.04E-03,735.75354
2.89E-05,369.14611,1.08E-03,741.63034
3.28E-05,372.48008,1.11E-03,745.11517
2.72E-05,374.18167,1.15E-03,751.0347
2.74E-05,376.767,1.19E-03,754.03047
3.10E-05,379.28835,1.22E-03,759.16572
2.68E-05,380.1442,1.26E-03,763.36737
2.78E-05,383.07567,1.28E-03,766.95846
2.89E-05,384.9944,1.32E-03,770.85131
2.59E-05,385.3286,1.35E-03,774.54615
2.82E-05,388.11688,1.38E-03,777.56946
2.68E-05,390.161,1.41E-03,781.21603
2.49E-05,390.93689,0.00144,784.33586
2.70E-05,393.8055,0.00148,788.20087
2.72E-05,394.46585,0.0015,789.101
2.35E-05,395.82421,0.00153,794.157
2.92E-05,397.64198,0.00156,794.40115
2.53E-05,398.70924,0.00159,799.69744
2.73E-05,400.7239,0.00162,800.98558
2.60E-05,401.19972,0.00164,804.23222
2.57E-05,402.77983,0.00167,807.31761
2.56E-05,404.2119,0.0017,809.06141
2.28E-05,405.38853,0.00173,812.09666
2.67E-05,406.949,0.00175,813.77792
2.59E-05,407.29636,0.00178,816.52772
2.44E-05,408.79962,0.00181,818.95345
2.55E-05,409.73608,0.00183,820.51092
2.54E-05,410.94704,0.00186,823.34664
2.50E-05,411.7997,0.00188,824.62748
2.26E-05,413.265,0.00192,829.05708
2.37E-05,413.62288,0.00194,828.25042
2.16E-05,414.90548,0.00197,832.57872
2.39E-05,416.6735,0.00199,832.86543
2.20E-05,416.74423,0.00202,836.47955
2.68E-05,418.3066,0.00204,836.69148
2.64E-05,419.05154,0.00206,838.32627
2.31E-05,420.16178,0.00209,842.05531
2.59E-05,420.81399,0.00211,841.60975
2.40E-05,421.15717,0.00213,845.02153
2.43E-05,422.6243,0.00216,845.76184
2.22E-05,423.02151,0.00218,847.65157
2.42E-05,424.85518,0.00221,850.53504
2.47E-05,424.74741,0.00223,850.73322
2.19E-05,425.84693,0.00226,854.52632
2.61E-05,426.88187,0.00228,853.44987
2.43E-05,427.38096,0.0023,857.07935
2.45E-05,428.66176,0.00233,857.30523
2.49E-05,429.49744,0.00235,859.81571
2.21E-05,428.95527,0.00237,860.76609
2.37E-05,430.52959,0.00239,861.79301
2.31E-05,432.06675,0.00241,864.46188
2.34E-05,431.61303,0.00244,864.1004
2.55E-05,432.83313,0.00246,867.2123
2.47E-05,433.32844,0.00248,867.78209
2.41E-05,434.24384,0.0025,869.33814
2.32E-05,435.00181,0.00253,871.56877
2.40E-05,435.31247,0.00255,871.45634
2.36E-05,436.51387,0.00257,873.90263
2.43E-05,437.15876,0.00259,873.91985
2.37E-05,437.16036,0.00261,876.67744
2.17E-05,438.02634,0.00264,878.33646
2.57E-05,439.29098,0.00266,878.5743
2.80E-05,439.68036,0.00267,879.09236
2.58E-05,439.77767,0.0027,880.6717
2.35E-05,440.8263,0.00272,883.22301
2.51E-05,441.87599,0.00274,882.68445
2.41E-05,441.84885,0.00276,886.21
2.40E-05,442.15658,0.00278,885.62361
2.38E-05,443.47373,0.0028,888.18509
2.38E-05,443.621,0.00282,888.76785
2.76E-05,444.70699,0.00284,889.06465
2.65E-05,444.97828,0.00286,891.29212
2.48E-05,445.38957,0.00289,891.97144
2.50E-05,445.75902,0.0029,893.1582
2.26E-05,446.54955,0.00293,895.28432
2.25E-05,446.73652,0.00295,895.22452
2.38E-05,447.71593,0.00297,896.55404
2.58E-05,448.00904,0.00299,896.54942
2.53E-05,449.5858,0.00301,900.08378
2.55E-05,449.42702,0.00303,898.71386
2.62E-05,449.85822,0.00305,901.28582
2.49E-05,449.97469,0.00307,902.06996
2.41E-05,450.85726,0.00309,903.20768
2.37E-05,451.71888,0.00311,904.24194
2.44E-05,451.66134,0.00313,904.48424
2.31E-05,452.21083,0.00315,906.97146
2.67E-05,453.34067,0.00317,905.71037
2.42E-05,453.54839,0.00319,909.44526
2.78E-05,454.26268,0.00321,908.19763
2.71E-05,454.51253,0.00323,908.99662
2.51E-05,454.85237,0.00325,911.74775
2.73E-05,455.69359,0.00327,911.543
2.44E-05,456.02746,0.00329,914.72671
2.48E-05,456.27735,0.00331,912.40735
2.52E-05,456.69891,0.00333,914.75007
2.58E-05,457.05481,0.00335,916.03853
2.63E-05,457.79535,0.00336,916.29357
2.53E-05,458.89038,0.00339,918.95676
2.70E-05,458.65843,0.00341,917.97071
2.82E-05,459.0116,0.00342,918.79932
2.54E-05,459.75061,0.00345,920.55026
2.61E-05,460.03154,0.00346,921.15017
2.57E-05,460.44974,0.00348,921.77902
2.64E-05,460.91745,0.0035,922.36623
2.57E-05,461.36801,0.00352,924.47933
2.81E-05,461.63531,0.00354,924.18816
2.71E-05,461.9259,0.00356,926.70109
2.81E-05,462.86556,0.00358,924.96577
2.73E-05,463.17227,0.00359,927.46516
2.83E-05,463.33606,0.00361,927.65672
2.78E-05,463.9235,0.00363,928.35708
2.65E-05,464.90784,0.00365,930.2949
2.81E-05,464.91002,0.00367,929.61198
2.65E-05,464.74409,0.00369,932.78644
2.75E-05,465.06559,0.00371,931.07821
2.87E-05,466.28129,0.00372,932.98044
3.02E-05,466.65925,0.00374,933.40795
2.88E-05,466.82447,0.00376,934.16667
2.81E-05,467.45087,0.00377,935.50735
2.80E-05,467.57815,0.0038,935.7983
2.70E-05,467.47431,0.00381,937.7542
2.64E-05,468.23665,0.00384,937.56132
2.85E-05,469.08179,0.00385,938.66063
3.00E-05,468.86019,0.00387,938.77298
3.03E-05,469.13935,0.00389,938.95772
2.91E-05,470.7205,0.00391,942.42626
2.97E-05,470.46133,0.00393,940.71867
2.96E-05,470.17463,0.00394,941.75456
2.82E-05,470.84695,0.00396,942.94406
2.88E-05,471.40681,0.00398,943.54768
2.76E-05,471.36908,0.004,944.92693
3.09E-05,472.02433,0.00402,944.59005
3.11E-05,472.34547,0.00403,945.34292
3.07E-05,472.55228,0.00405,945.75388
3.04E-05,472.84092,0.00407,947.7346
3.14E-05,474.00058,0.00409,947.55884
2.97E-05,474.04505,0.0041,948.59864
2.91E-05,473.97299,0.00412,950.09969
3.03E-05,473.91432,0.00414,949.29893
3.01E-05,475.30274,0.00416,951.93113
3.05E-05,475.27644,0.00418,950.60214
3.25E-05,475.71759,0.00419,952.7577
3.28E-05,475.88337,0.00421,952.69095
3.29E-05,476.57965,0.00423,953.29341
3.11E-05,476.82245,0.00425,954.85996
3.18E-05,476.86975,0.00427,954.46061
3.26E-05,477.49084,0.00428,955.15176
3.05E-05,477.53399,0.0043,956.38251
3.28E-05,477.62869,0.00432,956.99534
3.41E-05,478.02169,0.00433,956.11077
3.27E-05,478.43989,0.00435,957.49867
3.28E-05,478.91082,0.00437,959.27592
3.48E-05,478.77003,0.00438,958.25904
3.38E-05,479.98081,0.0044,960.71489
3.35E-05,480.27361,0.00442,959.5835
3.44E-05,480.27664,0.00443,961.09756
3.31E-05,480.14705,0.00445,962.13557
3.37E-05,480.85657,0.00447,962.65316
3.58E-05,481.63978,0.00448,962.6795
3.63E-05,481.54664,0.0045,962.93816
3.51E-05,481.406,0.00452,964.28466
3.36E-05,482.23485,0.00454,964.86263
3.56E-05,482.52549,0.00455,965.56649
3.39E-05,482.50143,0.00457,966.17041
3.37E-05,482.90465,0.00459,966.27568
3.42E-05,483.21734,0.0046,967.16021
3.58E-05,483.28294,0.00462,967.43451
3.57E-05,483.82162,0.00464,969.29733
3.55E-05,484.42319,0.00466,968.77625
3.53E-05,484.35551,0.00467,969.96991
3.79E-05,484.82605,0.00469,969.42202
3.68E-05,485.29779,0.0047,970.76649
3.49E-05,485.65184,0.00472,972.19441
3.69E-05,485.55179,0.00474,970.84141
3.75E-05,485.76276,0.00475,972.42216
3.86E-05,486.60243,0.00477,972.57663
3.74E-05,486.40858,0.00479,974.10062
3.73E-05,486.60831,0.00481,974.49174
3.90E-05,487.50795,0.00482,974.30851
3.80E-05,487.66988,0.00484,975.26017
3.84E-05,487.69423,0.00486,975.5265
3.72E-05,487.7285,0.00487,977.55114
3.79E-05,488.44201,0.00489,976.17973
3.76E-05,488.33921,0.00491,977.07437
3.81E-05,488.64123,0.00493,979.08368
3.97E-05,488.91498,0.00494,978.16523
3.82E-05,489.45717,0.00496,979.38796
3.92E-05,490.21315,0.00498,979.57773
3.96E-05,490.17246,0.00499,981.05858
3.84E-05,490.09962,0.00501,980.89743
3.75E-05,490.2416,0.00503,982.18402
3.92E-05,490.31792,0.00504,981.29782
3.84E-05,490.70644,0.00506,982.24073
3.84E-05,491.38712,0.00508,984.12784
4.21E-05,491.84451,0.00509,982.93759
4.05E-05,491.43509,0.00511,984.76697
4.09E-05,492.20591,0.00513,983.61422
3.95E-05,492.72514,0.00514,985.44955
3.91E-05,492.44127,0.00516,986.69527
4.06E-05,492.22664,0.00518,985.45667
4.01E-05,492.76378,0.00519,986.6697
4.03E-05,493.48334,0.00521,987.27673
4.08E-05,493.31911,0.00523,988.95276
4.16E-05,493.42431,0.00525,987.7765
4.19E-05,493.97735,0.00526,988.36962
4.13E-05,494.38062,0.00528,989.7131
4.21E-05,494.51272,0.0053,988.65592
3.95E-05,494.76607,0.00531,991.08257
4.08E-05,494.77856,0.00533,990.03133
4.31E-05,495.32776,0.00534,991.73423
4.35E-05,495.23384,0.00536,990.54495
4.27E-05,495.90694,0.00538,991.527
4.18E-05,495.86819,0.00539,993.76995
4.34E-05,495.67847,0.00541,992.37763
4.28E-05,496.42577,0.00542,993.49835
4.31E-05,497.41282,0.00544,993.81961
4.28E-05,497.01637,0.00546,995.13495
4.33E-05,496.995,0.00547,994.82063
4.40E-05,497.49994,0.00549,995.3312
4.51E-05,498.12778,0.0055,996.6975
4.54E-05,497.70832,0.00552,995.7022
4.58E-05,498.30005,0.00553,996.31542
4.25E-05,498.57442,0.00556,998.30119
4.42E-05,498.58293,0.00557,998.28962
4.52E-05,498.83179,0.00559,997.74122
4.38E-05,499.39889,0.0056,998.55756
4.44E-05,499.37874,0.00562,999.10274
4.67E-05,499.39245,0.00563,999.1186
4.64E-05,499.60649,0.00565,1000.44787
4.47E-05,500.05727,0.00567,1000.55697
4.51E-05,500.37481,0.00568,1001.67153
4.58E-05,500.17585,0.0057,1000.99817
4.60E-05,500.7946,0.00571,1001.25352
4.50E-05,501.21606,0.00573,1003.26297
4.74E-05,501.23279,0.00575,1001.9381
4.75E-05,501.38063,0.00576,1003.14551
4.59E-05,501.61797,0.00578,1004.07115
4.75E-05,501.56761,0.00579,1004.56043
4.84E-05,501.91684,0.00581,1004.42208
4.62E-05,502.30626,0.00583,1005.16238
4.61E-05,502.5118,0.00584,1005.71133
4.64E-05,502.34377,0.00586,1005.72199
4.71E-05,502.77394,0.00587,1007.18122
4.79E-05,503.65136,0.00589,1006.28577
4.83E-05,503.41132,0.0059,1006.63435
4.83E-05,503.56584,0.00592,1008.28482
4.90E-05,503.76669,0.00594,1007.63682
4.84E-05,504.3005,0.00595,1008.85911
4.89E-05,504.26032,0.00597,1007.85845
4.72E-05,504.54639,0.00598,1010.64781
4.89E-05,504.9074,0.006,1009.14051
4.99E-05,504.98129,0.00601,1009.84867
4.84E-05,504.7389,0.00603,1011.84663
5.00E-05,505.3682,0.00605,1010.74641
4.99E-05,505.73031,0.00606,1011.72764
5.04E-05,505.53266,0.00608,1011.24484
5.03E-05,505.46384,0.00609,1012.60337
4.78E-05,506.07194,0.00611,1013.20082
4.86E-05,506.56284,0.00613,1013.39773
5.01E-05,506.28269,0.00614,1013.14648
5.11E-05,506.45929,0.00616,1013.05259
5.14E-05,507.38715,0.00617,1015.56621
5.28E-05,507.26031,0.00619,1013.87639
5.31E-05,507.51835,0.0062,1015.16372
5.20E-05,507.79449,0.00622,1015.87859
5.18E-05,507.89942,0.00624,1015.94169
5.16E-05,507.93185,0.00625,1016.95362
5.19E-05,508.23659,0.00627,1016.38579
5.18E-05,508.79506,0.00628,1017.5021
5.23E-05,508.30252,0.0063,1016.61814
5.28E-05,508.25426,0.00631,1018.46811
5.37E-05,508.97076,0.00633,1017.91998
5.29E-05,509.50958,0.00634,1018.79875
5.13E-05,509.15259,0.00636,1020.87952
5.36E-05,509.52853,0.00638,1019.40741
5.34E-05,509.93313,0.00639,1020.0131
5.21E-05,510.32352,0.00641,1020.46763
5.28E-05,510.13778,0.00643,1021.2004
5.47E-05,510.62755,0.00644,1020.92979
5.47E-05,510.84576,0.00646,1021.49293
5.44E-05,510.90993,0.00647,1022.86922
5.47E-05,510.75743,0.00649,1021.49226
5.44E-05,511.50009,0.0065,1022.46867
5.38E-05,511.55599,0.00652,1022.67389
5.47E-05,511.50207,0.00653,1023.656
5.27E-05,511.6686,0.00655,1025.39965
5.43E-05,512.03185,0.00657,1023.83037
5.66E-05,512.34061,0.00658,1024.26695
5.63E-05,512.06633,0.0066,1024.98097
5.50E-05,512.4632,0.00661,1027.05074
5.57E-05,512.82274,0.00663,1025.28929
5.76E-05,513.21822,0.00664,1025.34757
5.58E-05,513.37507,0.00666,1027.32034
5.60E-05,513.36701,0.00668,1026.73302
5.67E-05,513.26235,0.00669,1026.84954
5.75E-05,513.4231,0.00671,1026.26316
5.60E-05,513.91557,0.00672,1029.23807
5.83E-05,514.40047,0.00674,1027.92745
5.97E-05,514.45653,0.00675,1028.54229
5.80E-05,514.21565,0.00677,1029.68767
5.82E-05,514.84723,0.00678,1028.70582
5.65E-05,515.11539,0.0068,1030.8625
5.82E-05,514.77218,0.00682,1029.59029
5.88E-05,514.70001,0.00683,1030.38212
5.74E-05,515.35473,0.00685,1031.22296
5.87E-05,515.56377,0.00686,1031.46192
5.94E-05,515.67031,0.00688,1032.07029
6.00E-05,516.06723,0.00689,1031.17957
5.89E-05,516.05136,0.00691,1032.84068
5.88E-05,515.70954,0.00692,1031.57554
5.82E-05,516.17179,0.00694,1033.51556
5.84E-05,516.89635,0.00695,1033.3724
5.92E-05,516.85308,0.00697,1034.76382
6.11E-05,516.60779,0.00698,1034.0734
6.05E-05,517.06354,0.007,1033.85702
5.96E-05,517.39001,0.00702,1035.32309
6.08E-05,517.29834,0.00703,1034.33784
6.03E-05,517.68125,0.00705,1036.46145
6.22E-05,518.67457,0.00706,1035.72651
6.07E-05,518.06574,0.00708,1035.72933
5.96E-05,518.00546,0.00709,1037.88562
6.17E-05,518.15267,0.00711,1036.35382
6.19E-05,518.25784,0.00712,1037.03225
6.21E-05,518.84224,0.00714,1037.61041
6.18E-05,518.90622,0.00716,1038.99833
6.25E-05,519.25882,0.00717,1037.71878
6.27E-05,519.25267,0.00719,1037.65563
6.03E-05,518.99492,0.0072,1040.55999
6.22E-05,519.35768,0.00722,1038.87781
6.28E-05,519.86448,0.00723,1039.36693
6.39E-05,519.95354,0.00725,1039.29905
6.35E-05,519.59369,0.00727,1041.39266
6.39E-05,520.05373,0.00728,1040.49554
6.44E-05,520.74169,0.00729,1040.1768
6.39E-05,521.00655,0.00731,1042.16849
6.46E-05,520.77645,0.00733,1041.28956
6.36E-05,520.85143,0.00734,1042.77171
6.41E-05,520.81008,0.00736,1041.78734
6.48E-05,520.81579,0.00737,1042.49907
6.51E-05,521.69379,0.00739,1043.13241
6.69E-05,521.9986,0.0074,1042.77509
6.58E-05,521.36747,0.00741,1043.69586
6.65E-05,521.82044,0.00743,1042.64426
6.48E-05,522.40876,0.00744,1045.00039
6.57E-05,522.48775,0.00746,1043.97479
6.52E-05,521.76073,0.00747,1045.17689
6.53E-05,522.2457,0.00749,1045.55733
6.77E-05,523.38683,0.00751,1045.54894
6.83E-05,523.11115,0.00752,1045.78644
6.74E-05,522.99656,0.00754,1046.21977
6.62E-05,523.15255,0.00755,1047.72883
6.69E-05,523.53676,0.00757,1046.19984
6.76E-05,523.39168,0.00758,1046.31791
6.55E-05,523.56226,0.0076,1048.21479
6.64E-05,523.69474,0.00761,1047.52454
6.81E-05,523.9347,0.00763,1048.52883
6.88E-05,523.85651,0.00764,1047.68264
6.97E-05,525.16466,0.00766,1049.73034
6.98E-05,525.20214,0.00767,1048.73114
7.05E-05,524.66064,0.00769,1048.8375
6.81E-05,524.57596,0.0077,1050.89347
6.75E-05,525.23322,0.00772,1050.49345
6.88E-05,525.16347,0.00774,1050.51383
6.95E-05,524.95476,0.00775,1049.97911
6.92E-05,525.07728,0.00777,1051.51675
6.97E-05,525.48855,0.00778,1050.68041
7.07E-05,525.80226,0.00779,1051.00552
6.83E-05,525.94301,0.00781,1053.50307
6.96E-05,526.30918,0.00783,1051.97315
6.98E-05,525.99142,0.00784,1052.52276
7.07E-05,525.83971,0.00786,1051.77326
7.09E-05,526.56126,0.00787,1053.25823
7.10E-05,527.11709,0.00789,1053.30936
7.30E-05,526.89739,0.0079,1053.65434
7.16E-05,526.34624,0.00792,1054.70456
7.15E-05,527.01161,0.00793,1053.73318
7.14E-05,527.47929,0.00795,1054.57529
7.13E-05,527.29846,0.00796,1054.6609
7.17E-05,527.07821,0.00798,1054.98001
7.07E-05,527.42017,0.00799,1055.54189
7.25E-05,527.88254,0.00801,1055.36863
7.47E-05,528.17927,0.00802,1055.95058
7.33E-05,528.37229,0.00804,1056.40137
7.32E-05,528.36366,0.00805,1056.95599
7.29E-05,528.23292,0.00807,1056.79732
7.29E-05,528.43089,0.00808,1057.53049
7.30E-05,529.03017,0.0081,1057.01943
7.25E-05,528.71621,0.00811,1057.77007
7.32E-05,528.7038,0.00813,1059.23176
7.41E-05,528.90015,0.00814,1057.7737
7.40E-05,529.29788,0.00815,1058.62815
7.39E-05,529.45004,0.00817,1059.24702
7.60E-05,529.73997,0.00819,1059.43674
7.37E-05,529.68832,0.0082,1060.3821
7.38E-05,529.74392,0.00822,1059.50778
7.40E-05,529.70706,0.00823,1060.48113
7.56E-05,530.41288,0.00825,1060.2638
7.57E-05,530.39925,0.00826,1061.1916
7.68E-05,530.27803,0.00828,1060.55683
7.64E-05,530.29757,0.00829,1061.21173
7.63E-05,531.23438,0.00831,1061.90354
7.73E-05,531.46963,0.00832,1061.25749
7.61E-05,530.87649,0.00834,1063.14452
7.68E-05,530.97445,0.00836,1061.85442
7.69E-05,531.47591,0.00837,1062.37043
7.56E-05,531.34275,0.00838,1063.26635
7.78E-05,531.13995,0.0084,1063.2718
7.82E-05,531.87438,0.00841,1064.37005
7.75E-05,532.03389,0.00843,1063.81252
7.78E-05,531.97758,0.00844,1064.12023
7.73E-05,532.02031,0.00846,1063.91259
7.69E-05,532.70321,0.00847,1065.92951
7.87E-05,532.60888,0.00849,1064.59973
8.01E-05,532.59801,0.0085,1064.63664
7.77E-05,533.06841,0.00852,1067.52818
7.90E-05,533.06517,0.00854,1065.66253
8.03E-05,532.68783,0.00855,1066.09185
7.94E-05,532.66642,0.00857,1066.03374
7.74E-05,533.25627,0.00858,1067.93783
7.78E-05,533.50138,0.0086,1066.99762
8.03E-05,533.39653,0.00861,1066.66283
7.98E-05,533.531,0.00863,1068.25573
8.00E-05,534.04999,0.00864,1067.78595
8.16E-05,534.12867,0.00866,1068.08386
8.40E-05,534.4485,0.00867,1067.27072
8.28E-05,534.56152,0.00869,1068.881
8.22E-05,534.60904,0.0087,1068.54399
8.25E-05,534.54344,0.00872,1068.85777
8.14E-05,534.71297,0.00873,1070.1178
8.18E-05,534.91671,0.00875,1069.08593
8.23E-05,534.71737,0.00876,1070.2681
8.29E-05,534.93354,0.00878,1070.53379
8.22E-05,535.32427,0.00879,1071.84994
8.32E-05,535.72213,0.00881,1070.71045
