x plastic strain,x true stress,y plastic strain,y true stress
-7.73E-06,7.50544,-1.89E-05,3.75849
-7.95E-06,8.13085,-1.97E-05,4.40943
-7.64E-06,8.186,-1.88E-05,3.75985
-6.42E-06,7.82957,-2.00E-05,4.5699
-6.64E-06,8.96649,-1.92E-05,4.09438
-7.00E-06,9.84846,-1.96E-05,4.2768
-7.15E-06,9.63779,-2.00E-05,4.65591
-5.74E-06,9.36454,-1.92E-05,4.10298
-6.42E-06,9.61158,-2.00E-05,4.96735
-7.31E-06,10.22706,-1.85E-05,4.27296
-7.09E-06,10.13461,-1.92E-05,4.78447
-6.31E-06,10.01347,-1.89E-05,4.75233
-6.33E-06,10.19904,-1.88E-05,4.47688
-7.25E-06,10.67731,-1.93E-05,5.15634
-6.92E-06,10.66307,-1.79E-05,4.34652
-6.77E-06,10.71845,-1.81E-05,5.55063
-7.07E-06,10.83644,-1.73E-05,5.22086
-6.47E-06,10.89612,-1.78E-05,5.21497
-6.68E-06,11.08214,-1.79E-05,5.62351
-6.91E-06,11.42865,-1.67E-05,4.97959
-7.15E-06,11.43543,-1.75E-05,5.90937
-6.25E-06,11.32762,-1.66E-05,5.29352
-6.03E-06,11.49941,-1.78E-05,5.66696
-7.09E-06,12.0421,-1.70E-05,5.77063
-6.78E-06,12.04934,-1.64E-05,5.3535
-6.10E-06,11.88073,-1.75E-05,6.16989
-6.23E-06,11.96865,-1.63E-05,5.47187
-7.50E-06,12.02447,-1.74E-05,6.10765
-7.81E-06,12.02853,-1.58E-05,5.93835
-6.46E-06,11.84365,-1.59E-05,6.00874
-6.72E-06,11.97904,-1.64E-05,6.49627
-7.39E-06,12.48897,-1.53E-05,5.8442
-6.89E-06,12.5491,-1.67E-05,6.5696
-6.47E-06,12.65512,-1.54E-05,5.99766
-6.76E-06,12.76723,-1.59E-05,6.32811
-7.26E-06,13.01021,-1.56E-05,6.74978
-6.84E-06,13.16415,-1.49E-05,6.23645
-7.09E-06,13.64719,-1.58E-05,7.05262
-7.13E-06,13.93561,-1.43E-05,6.49968
-6.67E-06,14.32599,-1.45E-05,7.52613
-6.47E-06,14.78078,-1.44E-05,7.43084
-6.82E-06,15.72563,-1.47E-05,7.29549
-7.06E-06,16.34385,-1.39E-05,8.39414
-6.39E-06,16.89925,-1.28E-05,7.93038
-5.96E-06,17.67662,-1.35E-05,9.19675
-6.63E-06,19.09256,-1.18E-05,9.30292
-6.70E-06,20.39913,-1.22E-05,9.73953
-5.69E-06,21.41977,-1.06E-05,10.97198
-5.12E-06,22.85138,-1.04E-05,10.76397
-6.49E-06,24.72535,-9.96E-06,12.80084
-5.93E-06,26.67716,-8.97E-06,12.65916
-5.04E-06,28.24222,-9.25E-06,14.06498
-4.81E-06,30.65391,-7.06E-06,15.34885
-4.62E-06,33.02721,-7.48E-06,15.78502
-4.69E-06,35.65466,-7.05E-06,17.93013
-3.79E-06,38.27587,-4.96E-06,18.48676
-3.19E-06,41.46393,-6.89E-06,20.33872
-3.52E-06,44.64458,-3.38E-06,22.2148
-1.91E-06,48.03725,-5.93E-06,23.09367
-3.38E-06,51.85902,-2.82E-06,26.42728
-2.34E-06,56.00325,-3.99E-06,26.73419
-2.07E-06,59.84118,-3.19E-06,30.28328
-1.40E-06,64.30247,-1.28E-06,31.91224
-7.80E-07,69.38535,-3.80E-06,33.98744
-2.22E-06,74.64401,-1.34E-06,37.41559
-2.32E-07,79.61254,-1.24E-06,38.99699
5.24E-08,85.18207,-1.36E-06,42.70151
-1.06E-06,91.59424,3.64E-07,45.01057
-3.60E-07,98.02477,-2.17E-06,48.14912
-7.70E-07,104.32093,1.95E-06,52.18448
1.25E-06,111.44382,-1.47E-07,54.55456
4.17E-07,119.01677,-1.83E-07,59.02333
3.61E-07,126.83574,8.09E-07,62.32409
1.55E-06,134.76827,-1.99E-06,66.68368
3.57E-07,143.34314,1.11E-06,71.26221
9.92E-07,152.01051,-1.37E-06,75.00139
2.47E-07,161.26531,1.33E-08,80.3583
5.24E-07,171.19698,2.91E-08,84.48652
8.11E-07,181.32364,-1.97E-06,90.0385
-2.13E-07,191.42259,1.65E-06,95.2311
1.52E-06,202.19569,-7.89E-07,100.27198
-5.03E-07,214.01855,1.36E-06,106.56801
-4.45E-07,226.03836,5.53E-07,111.85854
7.78E-08,237.76346,-6.28E-07,118.66892
-6.68E-07,250.37893,2.50E-06,124.72165
2.63E-07,263.97113,-1.79E-06,131.15399
-1.86E-06,277.88632,1.11E-06,138.40331
1.61E-08,291.68909,-1.16E-06,144.84525
8.59E-07,306.31443,-8.03E-07,152.90552
1.79E-06,321.57872,5.69E-07,159.69685
3.32E-06,337.20159,-1.21E-06,167.92366
4.35E-06,353.67465,1.59E-06,176.00178
8.50E-06,370.41516,-1.21E-06,184.13192
1.04E-05,387.47254,1.25E-06,193.53976
1.33E-05,405.24678,4.29E-06,202.7295
2.04E-05,424.05683,2.71E-07,211.53418
5.32E-05,497.34625,1.44E-05,248.25478
1.17E-04,566.12177,8.94E-06,282.28901
1.62E-04,598.85731,1.55E-05,299.87471
2.04E-04,622.17673,1.45E-05,310.38426
2.41E-04,640.13059,1.65E-05,319.93869
2.77E-04,654.24294,2.10E-05,327.19992
3.15E-04,666.16812,1.92E-05,333.49986
3.47E-04,677.47188,2.44E-05,339.06375
3.83E-04,687.36542,2.14E-05,343.01213
4.15E-04,695.36825,2.41E-05,348.08435
4.48E-04,703.0563,2.56E-05,351.56576
4.80E-04,710.49711,2.44E-05,355.66885
5.11E-04,717.31008,2.95E-05,358.95224
5.45E-04,723.33323,2.55E-05,361.34787
5.75E-04,729.13165,3.12E-05,365.40371
6.08E-04,734.70942,2.69E-05,366.49002
6.37E-04,739.76,3.26E-05,371.28595
6.69E-04,744.65999,3.03E-05,371.48343
7.00E-04,749.55949,3.11E-05,375.38944
7.30E-04,753.91997,3.27E-05,376.92057
7.62E-04,757.7839,3.12E-05,378.7411
7.89E-04,761.86539,3.55E-05,382.10436
8.21E-04,766.23526,3.33E-05,382.29572
8.50E-04,769.73408,3.50E-05,385.8396
8.81E-04,773.01142,3.56E-05,386.34757
9.09E-04,776.45699,3.51E-05,388.62389
9.37E-04,780.29635,3.84E-05,390.70087
9.68E-04,783.47546,3.67E-05,391.26301
9.98E-04,786.2064,3.73E-05,393.59465
1.03E-03,789.3583,3.92E-05,394.43678
1.05E-03,792.62767,3.88E-05,396.85759
1.08E-03,795.32215,4.02E-05,397.62197
1.11E-03,797.90819,3.95E-05,398.9581
1.14E-03,800.681,3.99E-05,400.77772
1.17E-03,803.50591,4.10E-05,401.35841
1.19E-03,805.88963,4.15E-05,403.72754
1.22E-03,808.42928,4.29E-05,403.89062
1.25E-03,810.98018,4.21E-05,405.58781
1.28E-03,813.16393,4.30E-05,406.7544
1.30E-03,815.51937,4.29E-05,407.25237
1.33E-03,818.08484,4.58E-05,410.1137
1.36E-03,820.30985,4.43E-05,409.34081
1.39E-03,822.14871,4.54E-05,411.618
1.41E-03,824.35055,5.08E-05,414.04182
1.44E-03,826.75561,4.75E-05,413.7698
1.46E-03,828.82094,4.87E-05,415.43887
1.49E-03,830.4263,5.12E-05,416.00368
1.51E-03,832.40154,5.13E-05,418.07694
0.00154,834.66372,5.28E-05,418.2215
0.00157,836.54624,5.14E-05,419.27706
0.00159,838.06152,5.36E-05,420.37694
0.00162,840.06873,5.21E-05,420.15163
0.00164,841.95686,5.31E-05,422.3013
0.00167,843.07418,5.66E-05,422.8475
0.00169,844.77162,5.57E-05,424.18298
0.00171,846.68591,5.43E-05,423.90537
0.00174,848.98594,5.33E-05,424.42902
0.00176,850.02442,5.70E-05,426.86707
0.00179,851.72282,5.60E-05,426.04559
0.00181,853.62151,5.45E-05,427.43091
0.00184,855.265,5.89E-05,428.62407
0.00187,857.61506,5.63E-05,429.16474
0.00189,859.23934,5.55E-05,429.68828
0.00192,861.02921,5.66E-05,429.94879
0.00194,861.9746,5.94E-05,432.4908
0.00197,863.72674,5.81E-05,431.58978
0.002,865.49205,5.65E-05,432.65979
0.00202,866.97007,6.09E-05,434.34967
0.00205,867.94075,5.96E-05,434.10064
0.00207,869.64971,5.90E-05,435.19576
0.00209,871.11136,6.19E-05,435.56382
0.00212,872.58275,6.14E-05,437.22964
0.00214,873.51109,6.18E-05,436.81607
0.00217,875.07195,6.11E-05,437.38772
0.00219,876.23449,6.53E-05,439.59289
0.00221,877.72999,6.36E-05,438.78986
0.00224,878.80878,6.22E-05,439.91005
0.00226,880.30935,6.58E-05,440.46705
0.00228,881.11604,6.59E-05,441.68789
0.00231,882.56725,6.48E-05,441.66406
0.00233,883.78189,6.53E-05,441.73136
0.00235,885.22526,6.77E-05,444.05912
0.00237,885.92315,6.73E-05,443.16142
0.0024,887.26268,6.53E-05,444.05738
0.00241,888.57532,6.97E-05,445.16682
0.00244,890.0332,6.82E-05,445.39579
0.00246,890.52218,6.79E-05,446.01232
0.00248,891.84743,6.97E-05,446.03262
0.0025,893.05199,7.13E-05,448.20474
0.00253,894.42569,7.06E-05,447.33339
0.00255,895.06668,6.92E-05,447.98662
0.00257,896.46194,7.21E-05,449.37291
0.00259,897.37566,7.26E-05,449.10762
0.00261,898.67168,7.11E-05,450.04622
0.00263,899.58001,7.31E-05,450.04444
0.00265,900.84524,7.28E-05,451.48891
0.00268,901.56112,7.31E-05,451.33032
0.0027,902.77886,7.26E-05,451.51805
0.00272,903.83953,7.63E-05,453.58376
0.00274,905.17194,7.51E-05,452.67567
0.00276,905.63978,7.35E-05,453.68813
0.00278,906.73268,7.67E-05,454.09427
0.0028,907.82654,7.69E-05,454.91891
0.00283,909.16373,7.58E-05,455.081
0.00285,909.70089,7.63E-05,454.86652
0.00287,910.55753,7.77E-05,456.84414
0.00289,911.71195,7.82E-05,456.14291
0.00291,912.91031,7.64E-05,456.87958
0.00293,913.48302,7.92E-05,457.73832
0.00295,914.48671,7.85E-05,457.71942
0.00297,915.33745,7.82E-05,458.68826
0.00299,916.37714,8.01E-05,458.5581
0.00301,917.14147,8.10E-05,460.1968
0.00303,918.25087,8.02E-05,459.59924
0.00305,918.94008,7.95E-05,459.92768
0.00308,919.71552,8.13E-05,461.14146
0.0031,920.69646,8.21E-05,460.76934
0.00312,921.9105,8.03E-05,461.71936
0.00314,922.38255,8.27E-05,461.72637
0.00316,923.04473,8.21E-05,462.74684
0.00318,924.03193,8.26E-05,462.87764
0.0032,925.27967,8.26E-05,462.83705
0.00322,925.76617,8.45E-05,464.68506
0.00324,926.41881,8.44E-05,463.72053
0.00326,927.27403,8.26E-05,464.69171
0.00327,928.46567,8.59E-05,465.16505
0.0033,929.02981,8.56E-05,465.55239
0.00332,929.83933,8.46E-05,465.95071
0.00334,930.56512,8.54E-05,465.5056
0.00335,931.51236,8.59E-05,467.06977
0.00337,932.14082,8.70E-05,466.62796
0.00339,933.22055,8.58E-05,467.42843
0.00341,933.7726,8.72E-05,468.0585
0.00343,934.41672,8.71E-05,467.75485
0.00345,935.35533,8.77E-05,469.10827
0.00347,936.57111,8.86E-05,468.5017
0.00349,937.00207,8.81E-05,469.66915
0.00351,937.60456,8.85E-05,469.5528
0.00353,938.38611,8.85E-05,469.70766
0.00355,939.62003,9.13E-05,471.39245
0.00357,940.21422,9.10E-05,470.51555
0.00359,940.66333,8.91E-05,471.42248
0.00361,942.31336,8.93E-05,471.1752
0.00363,941.86085,9.01E-05,471.73697
0.00365,943.96833,9.13E-05,472.98235
0.00368,944.52733,9.06E-05,472.38185
0.0037,945.15624,8.94E-05,473.25963
0.00372,946.16285,9.02E-05,472.88204
0.00374,946.66013,9.03E-05,473.90149
0.00376,947.66265,9.17E-05,474.02325
0.00378,948.13111,9.18E-05,474.10081
0.0038,948.81068,9.04E-05,474.86357
0.00382,949.44334,9.16E-05,474.4347
0.00384,950.49209,9.23E-05,476.10223
0.00386,950.9819,9.28E-05,475.41455
0.00388,951.59854,9.15E-05,475.79849
0.0039,951.8537,9.31E-05,476.66991
0.00392,952.61005,9.38E-05,476.28116
0.00394,953.19299,9.38E-05,477.48789
0.00396,953.73056,9.53E-05,477.04509
0.00398,954.21406,9.48E-05,478.00984
0.004,955.37127,9.48E-05,477.93844
0.00402,955.74656,9.48E-05,477.77496
0.00403,956.42398,9.66E-05,479.44306
0.00405,956.98348,9.71E-05,478.58009
0.00407,957.86307,9.50E-05,479.51826
0.00409,958.36322,9.77E-05,479.68143
0.00411,959.06827,9.90E-05,480.75615
0.00413,959.73412,9.82E-05,480.91472
0.00415,960.37506,9.85E-05,480.35795
0.00417,960.90598,9.76E-05,481.52072
0.00418,961.78368,1.00E-04,481.36544
0.0042,962.39691,9.95E-05,482.08235
0.00422,962.82968,9.97E-05,482.10149
0.00424,963.40033,9.94E-05,481.86056
0.00426,964.35321,1.01E-04,483.59076
0.00428,964.84861,1.01E-04,482.7304
0.0043,965.24581,1.00E-04,483.43809
0.00432,965.82719,1.01E-04,483.39378
0.00434,966.80281,1.01E-04,483.75381
0.00436,967.27459,1.01E-04,484.58059
0.00438,967.65589,1.02E-04,483.96651
0.00439,968.33083,1.01E-04,484.9897
0.00441,969.10256,1.03E-04,484.70051
0.00443,969.59028,1.02E-04,485.37549
0.00445,970.03951,1.03E-04,485.83841
0.00447,970.7019,1.03E-04,485.44819
0.00448,971.2001,1.07E-04,488.00561
0.0045,971.86773,1.07E-04,486.99591
0.00452,972.35492,1.06E-04,487.62297
0.00454,973.12762,1.06E-04,487.47097
0.00456,973.33852,1.06E-04,487.34635
0.00458,974.00747,1.05E-04,488.15273
0.0046,974.65456,1.07E-04,487.73299
0.00461,975.36448,1.07E-04,489.17849
0.00463,975.49115,1.08E-04,488.55219
0.00465,976.08304,1.07E-04,488.82326
0.00467,976.84148,1.08E-04,489.75578
0.00469,977.53061,1.08E-04,489.30994
0.00471,977.64264,1.08E-04,490.23206
0.00473,978.2499,1.09E-04,489.89645
0.00474,978.81285,1.10E-04,491.01674
0.00476,979.55569,1.10E-04,490.82895
0.00478,979.71418,1.10E-04,490.69926
0.0048,980.4719,1.10E-04,491.64156
0.00482,980.87117,1.11E-04,491.13724
0.00484,981.46952,1.11E-04,492.14094
0.00485,981.91825,1.12E-04,491.85402
0.00487,982.59779,1.11E-04,492.2481
0.00489,982.84157,1.13E-04,493.16345
0.00491,983.42545,1.13E-04,492.51327
0.00492,984.00871,1.12E-04,493.39813
0.00494,984.82571,1.13E-04,493.085
0.00496,984.84828,1.13E-04,494.10022
0.00498,985.55443,1.13E-04,494.01138
0.005,985.87427,1.14E-04,493.69391
0.00501,986.65105,1.14E-04,494.9125
0.00503,986.77644,1.15E-04,494.24039
0.00505,987.24706,1.15E-04,495.24425
0.00507,988.1055,1.15E-04,495.19166
0.00508,988.70565,1.15E-04,495.2523
0.0051,989.11598,1.15E-04,495.94929
0.00512,989.48334,1.16E-04,495.49593
0.00514,989.98418,1.16E-04,497.03016
0.00516,990.42768,1.17E-04,496.19909
0.00518,991.54341,1.15E-04,496.61048
0.0052,992.43115,1.16E-04,497.06058
0.00522,992.60067,1.16E-04,496.82655
0.00524,993.03655,1.16E-04,498.08174
0.00525,993.73697,1.17E-04,497.30878
0.00527,994.47695,1.16E-04,497.96159
0.00529,994.65369,1.17E-04,498.04194
0.00531,994.96807,1.17E-04,498.13987
0.00533,995.63445,1.18E-04,499.31688
0.00535,996.55887,1.18E-04,498.49245
0.00537,996.62962,1.17E-04,499.32348
0.00539,997.02856,1.18E-04,499.1357
0.00541,997.4794,1.18E-04,499.69728
0.00543,998.25902,1.19E-04,500.00844
0.00545,998.53907,1.19E-04,499.54065
0.00547,998.90126,1.19E-04,500.67199
0.00548,998.60494,1.21E-04,500.06008
0.0055,999.97919,1.19E-04,501.03917
0.00552,1000.27104,1.20E-04,500.95531
0.00554,1001.03733,1.19E-04,500.7453
0.00556,1001.22644,1.21E-04,502.10389
0.00558,1001.60736,1.21E-04,501.30491
0.0056,1002.06506,1.20E-04,502.1507
0.00562,1003.08654,1.22E-04,502.06289
0.00563,1003.05315,1.22E-04,502.45497
0.00566,1003.36902,1.22E-04,502.79036
0.00567,1003.88102,1.22E-04,502.27452
0.00569,1004.76437,1.21E-04,503.2697
0.00571,1004.96036,1.23E-04,502.86902
0.00573,1005.23519,1.23E-04,503.79156
0.00575,1005.67669,1.23E-04,503.75217
0.00577,1006.46264,1.23E-04,503.55004
0.00578,1006.66527,1.23E-04,504.47115
0.0058,1007.20111,1.24E-04,503.99908
0.00582,1007.4037,1.24E-04,505.26569
0.00584,1008.01753,1.25E-04,504.74846
0.00586,1008.34751,1.24E-04,504.78225
0.00588,1008.97069,1.24E-04,505.37886
0.0059,1009.268,1.25E-04,504.85515
0.00591,1009.57881,1.26E-04,506.50234
0.00593,1009.93621,1.27E-04,505.69778
0.00595,1010.78987,1.25E-04,506.09973
0.00597,1010.80719,1.26E-04,506.33482
0.00599,1010.99734,1.27E-04,506.15176
0.006,1011.32746,1.28E-04,507.60882
0.00602,1012.20209,1.28E-04,506.69849
0.00604,1012.40808,1.27E-04,507.33995
0.00606,1012.70757,1.29E-04,507.38576
0.00608,1012.99752,1.29E-04,507.50163
0.00609,1013.79867,1.28E-04,508.21585
0.00611,1014.05787,1.29E-04,507.58114
0.00613,1014.30289,1.29E-04,508.83518
0.00615,1014.83251,1.30E-04,508.24373
0.00616,1015.32392,1.29E-04,508.7761
0.00618,1015.54248,1.30E-04,509.30844
0.0062,1016.0905,1.30E-04,508.86283
0.00622,1016.49495,1.30E-04,509.78282
0.00624,1016.85875,1.31E-04,509.21357
0.00625,1017.1372,1.31E-04,510.14821
0.00627,1017.86112,1.32E-04,509.97881
0.00629,1018.17474,1.32E-04,509.81033
0.00631,1018.34363,1.32E-04,510.83265
0.00633,1018.78367,1.33E-04,510.14935
0.00634,1019.51667,1.32E-04,511.14628
0.00636,1019.64758,1.33E-04,510.83367
0.00638,1019.80322,1.33E-04,511.15357
0.0064,1020.28005,1.33E-04,511.61134
0.00641,1020.90632,1.34E-04,511.19392
0.00643,1021.21405,1.34E-04,512.31943
0.00645,1021.41138,1.35E-04,511.68682
0.00647,1021.82816,1.35E-04,512.25734
0.00648,1022.41239,1.35E-04,512.38104
0.0065,1022.64534,1.35E-04,512.1956
0.00652,1022.9419,1.36E-04,513.49716
0.00654,1023.39568,1.37E-04,512.62534
0.00655,1023.73999,1.36E-04,513.34976
0.00657,1024.05162,1.37E-04,513.15007
0.00659,1024.49866,1.36E-04,513.42
0.00661,1024.92624,1.38E-04,514.30429
0.00662,1024.97153,1.39E-04,513.59768
0.00664,1025.32705,1.37E-04,514.39606
0.00666,1026.00297,1.39E-04,513.98681
0.00667,1026.46857,1.39E-04,514.74903
0.0067,1027.12115,1.38E-04,514.88406
0.00671,1026.53372,1.39E-04,514.39443
0.00673,1027.28512,1.40E-04,515.60602
0.00674,1027.80846,1.41E-04,514.98416
0.00676,1027.75106,1.40E-04,515.70783
0.00678,1028.20879,1.41E-04,515.73868
0.0068,1028.73754,1.41E-04,515.76755
0.00681,1029.24416,1.40E-04,516.30735
0.00683,1029.36494,1.42E-04,515.68222
0.00685,1029.83848,1.41E-04,516.91856
0.00687,1030.11049,1.43E-04,516.33158
0.00688,1030.42465,1.41E-04,516.61077
0.0069,1030.87371,1.43E-04,517.25889
0.00692,1031.3623,1.43E-04,516.84389
0.00693,1031.31783,1.43E-04,517.73485
0.00695,1031.70635,1.44E-04,517.21386
0.00697,1032.187,1.45E-04,518.15644
0.00698,1032.73326,1.47E-04,518.75048
0.007,1032.64774,1.47E-04,518.62521
0.00702,1032.88057,1.45E-04,518.61522
0.00704,1033.6105,1.45E-04,517.51855
0.00705,1034.05706,1.44E-04,518.50938
0.00707,1034.09508,1.46E-04,518.24889
0.00709,1034.375,1.45E-04,518.62519
0.0071,1034.88191,1.46E-04,519.14331
0.00712,1035.35051,1.46E-04,518.57519
0.00714,1035.54095,1.46E-04,519.63615
0.00716,1035.94598,1.47E-04,519.09873
0.00717,1036.19454,1.46E-04,519.76855
0.00719,1036.62049,1.47E-04,520.02187
0.00721,1036.95129,1.48E-04,519.71307
0.00722,1037.45813,1.47E-04,520.41033
0.00724,1037.47307,1.48E-04,519.75588
0.00726,1037.51685,1.47E-04,520.55614
0.00727,1037.23562,1.51E-04,520.5103
0.00729,1037.62327,1.50E-04,520.62811
0.0073,1038.04973,1.49E-04,521.14622
0.00732,1038.57071,1.50E-04,520.6107
0.00734,1039.13974,1.49E-04,521.63537
0.00735,1040.94104,1.49E-04,521.21754
0.00738,1040.51583,1.49E-04,521.69219
0.00739,1039.83931,1.50E-04,521.82167
0.00741,1041.14079,1.50E-04,521.47088
0.00743,1042.29795,1.48E-04,522.41667
0.00745,1042.31578,1.50E-04,521.68898
0.00747,1042.75532,1.48E-04,522.50209
0.00749,1042.95303,1.49E-04,522.43461
0.00751,1043.37459,1.49E-04,522.4215
0.00752,1043.5785,1.50E-04,523.31293
0.00754,1044.18436,1.51E-04,522.58957
0.00756,1044.20034,1.50E-04,523.43782
0.00758,1044.495,1.51E-04,523.14644
0.0076,1044.82038,1.50E-04,523.52788
0.00762,1045.5936,1.51E-04,523.78173
0.00764,1045.54196,1.52E-04,523.24161
0.00766,1045.6685,1.51E-04,524.44765
0.00767,1046.11364,1.52E-04,523.72194
0.00769,1046.80474,1.51E-04,524.2961
0.00771,1046.81268,1.52E-04,524.2858
0.00773,1047.04773,1.52E-04,524.20534
0.00775,1047.3064,1.52E-04,525.12575
0.00777,1047.91961,1.53E-04,524.37835
0.00779,1048.07626,1.52E-04,525.16905
0.0078,1048.56775,1.54E-04,525.08555
0.00782,1048.71959,1.54E-04,525.42324
0.00784,1049.168,1.53E-04,525.72433
0.00786,1049.42996,1.54E-04,525.06049
0.00788,1050.06326,1.53E-04,526.01276
0.0079,1050.10424,1.54E-04,525.37078
0.00792,1050.41545,1.53E-04,526.08267
0.00794,1050.68077,1.55E-04,526.38443
0.00795,1051.3918,1.58E-04,527.14925
0.00797,1051.42014,1.59E-04,528.32438
0.00799,1051.59438,1.59E-04,527.07969
0.00801,1051.77158,1.57E-04,527.71926
0.00803,1052.5342,1.59E-04,527.85265
0.00805,1052.56216,1.59E-04,527.57741
0.00807,1052.7048,1.58E-04,527.91983
0.00808,1053.00867,1.59E-04,527.24282
0.0081,1053.55043,1.58E-04,528.24595
0.00812,1053.63296,1.59E-04,527.7852
0.00814,1053.83813,1.58E-04,528.16863
0.00816,1054.00592,1.60E-04,528.59499
0.00817,1054.55296,1.60E-04,528.31799
0.00819,1054.61442,1.60E-04,529.1952
0.00821,1055.07283,1.61E-04,528.53322
0.00823,1055.25402,1.60E-04,529.25291
0.00825,1055.56068,1.61E-04,529.07005
0.00826,1055.7817,1.61E-04,529.06271
0.00828,1056.33485,1.61E-04,529.96803
0.0083,1056.53092,1.62E-04,529.20776
0.00832,1056.58505,1.61E-04,530.02563
0.00833,1056.90293,1.62E-04,529.61627
0.00835,1057.55409,1.62E-04,530.16689
0.00837,1057.69812,1.62E-04,530.48239
