x plastic strain,x true stress,y plastic strain,y true stress
-5.94E-05,2.95267,2.65E-05,2.99922
-5.93E-05,2.74241,2.55E-05,3.3458
-5.89E-05,2.5911,2.58E-05,3.25921
-5.86E-05,3.18219,2.65E-05,3.0099
-6.00E-05,3.26667,2.46E-05,4.36513
-5.95E-05,2.94455,2.76E-05,5.03302
-5.85E-05,2.68625,2.41E-05,5.74406
-5.86E-05,2.89535,2.64E-05,5.0813
-5.88E-05,2.95314,2.52E-05,5.34617
-5.88E-05,2.99607,2.49E-05,5.69764
-5.81E-05,3.11698,2.60E-05,5.25564
-5.75E-05,3.26621,2.36E-05,6.00754
-5.71E-05,3.36438,2.65E-05,5.48546
-5.71E-05,3.30474,2.33E-05,6.47508
-5.73E-05,3.27016,2.54E-05,5.8158
-5.68E-05,3.29731,2.45E-05,5.99733
-5.70E-05,3.379,2.43E-05,6.24317
-5.55E-05,4.06456,2.56E-05,5.8822
-5.51E-05,3.94852,2.23E-05,7.51672
-5.54E-05,3.56095,2.54E-05,6.45722
-5.59E-05,3.45861,2.35E-05,6.95864
-5.64E-05,3.6373,2.51E-05,6.63226
-5.59E-05,3.46162,2.48E-05,6.65663
-5.55E-05,3.57279,2.28E-05,7.2082
-5.54E-05,4.08266,2.51E-05,6.5979
-5.62E-05,4.05109,2.25E-05,7.40529
-5.50E-05,3.87379,2.55E-05,6.67126
-5.39E-05,3.9035,2.26E-05,7.33704
-5.44E-05,4.2906,2.41E-05,7.96547
-5.46E-05,4.23792,2.44E-05,7.61122
-5.36E-05,3.9592,2.27E-05,7.74399
-5.31E-05,3.9346,2.48E-05,7.02598
-5.28E-05,4.45771,2.19E-05,7.93087
-5.29E-05,4.674,2.41E-05,7.45753
-5.36E-05,4.29409,2.22E-05,8.03557
-5.30E-05,4.29131,2.36E-05,8.34619
-5.28E-05,4.37416,2.39E-05,8.28723
-5.29E-05,4.59208,2.13E-05,8.91796
-5.29E-05,4.83762,2.41E-05,8.27446
-5.24E-05,4.73992,2.11E-05,9.27849
-4.95E-05,5.28067,2.28E-05,9.19075
-4.93E-05,5.36515,2.09E-05,9.71284
-5.11E-05,5.1688,2.16E-05,9.41964
-5.03E-05,4.87917,2.27E-05,8.67166
-4.95E-05,4.8186,2.07E-05,9.36623
-4.92E-05,5.27905,2.32E-05,8.70092
-5.02E-05,5.49418,2.00E-05,9.70331
-5.03E-05,5.28276,2.26E-05,9.50253
-4.83E-05,5.61951,2.04E-05,9.77737
-4.80E-05,5.72326,2.05E-05,9.97377
-4.87E-05,5.62578,2.23E-05,9.67339
-4.85E-05,5.46379,1.95E-05,11.38641
-4.85E-05,5.3496,2.26E-05,10.32318
-4.79E-05,5.81655,2.00E-05,10.77353
-4.81E-05,5.71931,2.22E-05,10.2923
-4.81E-05,5.63321,2.12E-05,10.63959
-4.75E-05,6.01986,2.05E-05,11.66733
-4.64E-05,6.45084,2.18E-05,10.96578
-4.66E-05,6.10179,1.91E-05,11.65176
-4.69E-05,5.79196,2.22E-05,10.71064
-4.73E-05,6.00152,1.96E-05,11.64828
-4.65E-05,6.35754,2.06E-05,11.72003
-4.64E-05,6.34292,2.06E-05,11.98863
-4.68E-05,6.23593,1.97E-05,12.20894
-4.62E-05,6.16143,2.18E-05,11.65411
-4.46E-05,6.65624,1.78E-05,13.10132
-4.45E-05,6.99322,2.09E-05,12.84529
-4.51E-05,6.92522,1.89E-05,13.54592
-4.36E-05,6.92941,1.97E-05,13.30797
-4.21E-05,7.29518,1.93E-05,13.50437
-4.25E-05,7.88536,1.74E-05,16.13611
-4.11E-05,8.2205,1.92E-05,14.69743
-3.88E-05,8.53081,1.59E-05,15.81895
-3.77E-05,8.9249,1.83E-05,16.92524
-3.70E-05,9.84582,1.51E-05,18.46026
-3.73E-05,10.31417,1.62E-05,20.19109
-3.60E-05,10.22204,1.64E-05,20.31043
-3.30E-05,11.60345,1.41E-05,22.87402
-3.23E-05,12.55294,1.61E-05,23.74867
-3.04E-05,13.68904,1.17E-05,26.01624
-3.01E-05,14.22888,1.43E-05,27.54708
-2.79E-05,15.28122,1.19E-05,29.22454
-2.72E-05,16.46258,1.23E-05,32.86805
-2.42E-05,17.72035,1.22E-05,34.06477
-2.34E-05,19.39052,8.82E-06,38.32756
-2.18E-05,21.2963,1.12E-05,40.88514
-1.95E-05,22.28764,7.60E-06,44.11269
-1.75E-05,24.28236,9.51E-06,47.73556
-1.65E-05,25.9389,7.36E-06,51.06783
-1.40E-05,28.54852,6.10E-06,56.11571
-1.22E-05,30.29332,7.30E-06,59.2642
-1.01E-05,32.70731,3.52E-06,64.59163
-9.81E-06,34.99802,6.61E-06,68.75635
-4.99E-06,38.34575,1.38E-06,74.34695
-7.17E-06,39.68172,4.96E-06,79.51246
-2.64E-06,43.4717,2.04E-06,84.1829
-2.32E-06,46.09538,1.63E-06,91.43635
-1.26E-07,49.36054,2.63E-06,97.05559
-1.06E-06,52.42875,-3.70E-08,104.60018
-1.18E-06,56.45479,2.74E-06,111.47178
8.64E-07,59.99958,-9.40E-07,118.63718
-3.39E-07,63.39216,1.68E-06,126.93114
1.15E-06,68.03225,1.54E-07,134.40158
1.09E-06,72.64399,-1.50E-06,143.88539
1.30E-06,76.85584,1.18E-06,151.85966
2.65E-07,80.88982,-1.00E-06,161.79092
-3.35E-07,86.0756,2.35E-06,171.19484
2.29E-07,91.10185,-2.35E-07,180.97827
-1.73E-06,96.26167,1.02E-06,192.0762
-7.39E-07,102.06962,1.56E-06,202.57001
2.99E-07,107.74768,-8.81E-07,214.90191
1.41E-06,113.78482,1.44E-06,226.76118
2.52E-06,120.00436,-2.86E-06,239.21959
2.92E-06,126.58245,-1.18E-06,251.9809
4.11E-06,132.61097,-3.55E-06,264.9225
4.57E-06,139.24395,-3.02E-06,278.89327
6.32E-06,147.13094,-3.25E-06,293.06385
8.52E-06,154.68665,-6.93E-06,307.97582
8.19E-06,161.98836,-2.97E-06,323.15699
1.07E-05,170.09051,-6.73E-06,339.0171
9.32E-06,177.85806,-2.93E-06,355.47699
1.30E-05,186.82857,-5.24E-06,371.64282
1.12E-05,194.94763,-2.74E-06,389.34228
1.20E-05,204.52224,2.63E-07,407.20077
1.12E-05,213.40635,2.01E-06,425.63827
-3.77E-06,254.98465,5.97E-05,508.39447
-1.09E-05,284.99738,1.57E-04,568.55949
-2.26E-05,300.69112,2.19E-04,599.59097
-3.12E-05,311.20446,2.70E-04,620.97867
-3.71E-05,320.23866,3.20E-04,638.45768
-4.42E-05,327.34306,3.68E-04,652.61205
-5.12E-05,333.23034,4.11E-04,664.77844
-5.71E-05,338.44957,4.56E-04,674.9688
-6.23E-05,342.98384,4.93E-04,685.05308
-6.89E-05,347.42059,5.37E-04,693.88145
-7.19E-05,350.97563,5.72E-04,700.76988
-7.65E-05,354.96488,6.09E-04,708.57013
-7.89E-05,358.72238,6.44E-04,714.61067
-8.40E-05,361.34148,6.78E-04,721.49269
-8.80E-05,363.89644,7.15E-04,726.7859
-8.81E-05,367.23052,7.43E-04,731.60468
-9.46E-05,369.73065,7.80E-04,737.6417
-9.74E-05,372.05809,8.10E-04,742.13928
-1.00E-04,374.02879,8.42E-04,747.22915
-1.02E-04,376.73458,8.73E-04,750.85504
-1.04E-04,379.2478,8.99E-04,755.34851
-1.08E-04,380.40254,9.33E-04,759.50786
-1.12E-04,381.86471,9.60E-04,763.39695
-1.14E-04,384.50153,9.91E-04,767.51781
-1.14E-04,386.79378,0.00102,770.43229
-1.19E-04,387.44545,0.00105,774.71489
-1.20E-04,389.7836,0.00107,776.9669
-1.22E-04,391.41231,0.0011,780.99919
-1.24E-04,392.60562,0.00113,783.5186
-1.24E-04,394.51054,0.00115,786.17218
-1.29E-04,395.89923,0.00118,790.05071
-1.29E-04,397.65275,0.0012,791.88697
-1.32E-04,398.53785,0.00123,796.61595
-1.32E-04,400.43478,0.00126,797.62921
-1.37E-04,400.82414,0.00128,801.21271
-1.39E-04,402.33728,0.00131,803.18844
-1.36E-04,404.49247,0.00133,805.0228
-1.41E-04,404.94403,0.00136,808.71047
-1.42E-04,406.22962,0.00138,810.33461
-1.43E-04,407.30028,0.0014,813.02769
-1.44E-04,409.36554,0.00143,815.53637
-1.46E-04,409.7661,0.00145,816.83634
-1.48E-04,411.02218,0.00148,819.7892
-1.50E-04,411.5407,0.0015,821.51105
-1.52E-04,413.20498,0.00153,824.73458
-1.53E-04,413.80971,0.00155,825.37391
-1.55E-04,414.19114,0.00157,827.91633
-1.55E-04,416.18308,0.0016,830.00206
-1.58E-04,416.43085,0.00162,831.96386
-1.61E-04,417.4448,0.00164,834.11738
-1.59E-04,418.90642,0.00166,835.54691
-1.62E-04,419.37564,0.00169,837.81162
-1.62E-04,420.98073,0.00171,839.06939
-1.63E-04,421.52375,0.00173,841.62933
-1.64E-04,422.52686,0.00175,842.63889
-1.66E-04,423.19144,0.00177,844.32692
-1.66E-04,424.27056,0.0018,846.63305
-1.67E-04,424.49839,0.00182,847.04021
-1.71E-04,425.67644,0.00184,851.25447
-1.68E-04,427.24489,0.00186,850.06863
-1.69E-04,427.72579,0.00188,853.59642
-1.72E-04,427.79792,0.0019,854.0036
-1.74E-04,428.88256,0.00192,856.62134
-1.75E-04,429.63169,0.00195,857.54014
-1.74E-04,430.61159,0.00197,858.45837
-1.77E-04,430.81111,0.00199,860.97817
-1.80E-04,431.38553,0.00201,862.21043
-1.79E-04,432.41157,0.00203,864.03935
-1.78E-04,433.69158,0.00205,864.06105
-1.80E-04,434.03196,0.00207,865.77666
-1.83E-04,434.60282,0.00209,868.40484
-1.79E-04,436.01715,0.00211,868.29596
-1.84E-04,436.3774,0.00213,871.71887
-1.83E-04,436.84805,0.00215,870.55899
-1.84E-04,437.66886,0.00217,873.83198
-1.86E-04,437.90512,0.00219,874.33366
-1.85E-04,439.48969,0.00221,875.8284
-1.88E-04,439.5955,0.00223,877.03747
-1.88E-04,439.71862,0.00225,877.12241
-1.90E-04,440.59326,0.00227,880.71466
-1.88E-04,441.41054,0.00229,879.46164
-1.89E-04,442.41313,0.00231,882.18221
-1.90E-04,442.70717,0.00233,882.82141
-1.91E-04,443.45481,0.00235,883.75213
-1.93E-04,444.01444,0.00237,886.66505
-1.93E-04,443.66447,0.00239,885.47951
-1.95E-04,444.88385,0.0024,888.65338
-1.94E-04,446.05806,0.00242,888.15446
-1.96E-04,445.99419,0.00244,890.99388
-1.97E-04,446.03014,0.00246,890.43899
-1.97E-04,447.28611,0.00248,892.44974
-1.97E-04,448.15824,0.0025,893.56841
-1.98E-04,448.25961,0.00252,893.92867
-2.00E-04,448.71205,0.00254,896.47315
-1.98E-04,449.62936,0.00256,895.53053
-2.01E-04,449.35608,0.00258,897.89291
-2.01E-04,450.7917,0.0026,898.92082
-2.02E-04,450.94001,0.00261,899.38007
-2.05E-04,451.19884,0.00264,902.16718
-2.02E-04,451.78546,0.00265,900.92636
-2.04E-04,452.35512,0.00267,903.55209
-2.03E-04,453.50459,0.00269,903.02834
-2.04E-04,453.61751,0.00271,905.03717
-2.06E-04,453.7443,0.00273,906.23725
-2.06E-04,454.34431,0.00274,906.52238
-2.08E-04,455.33572,0.00276,909.04437
-2.07E-04,455.63196,0.00278,908.01429
-2.08E-04,456.05191,0.0028,910.45175
-2.08E-04,456.75589,0.00282,909.99605
-2.09E-04,456.97853,0.00284,912.4006
-2.10E-04,457.05532,0.00286,911.99841
-2.12E-04,457.46177,0.00287,912.96657
-2.12E-04,458.1226,0.00289,914.91388
-2.11E-04,458.89611,0.00291,914.9072
-2.13E-04,459.15982,0.00293,917.81767
-2.12E-04,459.67182,0.00295,915.83593
-2.12E-04,460.58184,0.00296,917.41364
-2.14E-04,460.59779,0.00298,920.14279
-2.14E-04,460.82104,0.003,919.46111
-2.15E-04,461.67022,0.00301,920.39718
-2.16E-04,461.97581,0.00304,921.82399
-2.15E-04,462.42682,0.00305,922.5174
-2.17E-04,462.64743,0.00307,923.37973
-2.18E-04,462.90915,0.00309,924.38155
-2.17E-04,463.74887,0.0031,924.61078
-2.17E-04,464.22254,0.00312,925.28068
-2.19E-04,464.57193,0.00314,927.59295
-2.19E-04,464.39106,0.00316,926.64724
-2.21E-04,464.9348,0.00317,928.98709
-2.22E-04,465.56648,0.00319,929.04478
-2.20E-04,466.11969,0.00321,929.65899
-2.21E-04,466.27571,0.00323,930.5651
-2.21E-04,466.59302,0.00324,930.41671
-2.23E-04,467.62675,0.00326,933.3993
-2.23E-04,467.17297,0.00328,931.94798
-2.23E-04,467.74516,0.00329,933.72046
-2.24E-04,468.28683,0.00331,934.17826
-2.24E-04,468.80257,0.00333,935.24469
-2.25E-04,468.7278,0.00335,936.04581
-2.27E-04,468.86266,0.00336,936.22425
-2.30E-04,468.16667,0.00338,937.8429
-2.29E-04,469.14986,0.0034,938.33709
-2.28E-04,470.58627,0.00342,940.29997
-2.27E-04,470.95788,0.00343,938.74874
-2.26E-04,471.40748,0.00345,939.09527
-2.29E-04,471.6733,0.00347,942.03617
-2.26E-04,472.21914,0.00348,940.70697
-2.28E-04,472.40819,0.00349,942.16568
-2.30E-04,472.44402,0.00351,942.96483
-2.28E-04,473.27082,0.00353,943.77194
-2.30E-04,473.68651,0.00355,945.52433
-2.29E-04,473.96773,0.00356,944.84925
-2.31E-04,474.05607,0.00358,946.81928
-2.31E-04,474.62307,0.0036,946.3303
-2.32E-04,474.79649,0.00361,948.22366
-2.32E-04,474.84539,0.00363,947.2828
-2.31E-04,475.38212,0.00365,948.51799
-2.33E-04,476.41445,0.00366,949.85761
-2.32E-04,476.39667,0.00368,949.57918
-2.34E-04,476.14424,0.0037,950.99056
-2.33E-04,476.68699,0.00371,950.64976
-2.35E-04,477.44043,0.00373,953.38292
-2.34E-04,477.70333,0.00375,952.0675
-2.33E-04,478.41872,0.00376,953.5452
-2.35E-04,478.31785,0.00378,954.24304
-2.35E-04,478.52137,0.00379,954.29953
-2.36E-04,478.61174,0.00381,955.4792
-2.35E-04,479.75412,0.00383,955.60659
-2.37E-04,479.51194,0.00384,957.56475
-2.37E-04,479.54476,0.00386,956.92644
-2.37E-04,479.93442,0.00388,957.9273
-2.39E-04,480.65482,0.00389,959.14467
-2.38E-04,481.10076,0.00391,958.5699
-2.38E-04,481.06653,0.00393,960.72016
-2.39E-04,481.17252,0.00394,959.84421
-2.40E-04,481.69374,0.00396,961.69768
-2.40E-04,482.27238,0.00398,961.56524
-2.39E-04,482.51864,0.00399,962.72433
-2.40E-04,482.78179,0.00401,963.26534
-2.40E-04,482.99175,0.00403,963.18661
-2.39E-04,483.50311,0.00404,963.92715
-2.40E-04,483.76595,0.00406,964.39082
-2.41E-04,484.13139,0.00407,965.69948
-2.41E-04,484.22822,0.00409,965.54802
-2.42E-04,484.18081,0.0041,966.60936
-2.41E-04,484.99245,0.00412,966.55538
-2.42E-04,485.54636,0.00414,967.40699
-2.43E-04,485.18067,0.00415,969.09162
-2.43E-04,485.17502,0.00417,967.629
-2.44E-04,485.79192,0.00418,969.84053
-2.43E-04,486.59733,0.0042,969.51657
-2.44E-04,486.41746,0.00421,970.26044
-2.45E-04,486.42305,0.00423,970.89656
-2.45E-04,486.6789,0.00425,971.03486
-2.46E-04,487.06263,0.00426,973.25382
-2.45E-04,487.57286,0.00428,972.00595
-2.46E-04,487.87867,0.00429,973.29328
-2.47E-04,488.11556,0.00431,974.33105
-2.47E-04,487.81862,0.00433,974.42054
-2.45E-04,489.00856,0.00434,974.24101
-2.46E-04,489.13126,0.00436,974.82829
-2.47E-04,489.48043,0.00437,977.12358
-2.45E-04,489.60977,0.00439,975.60515
-2.45E-04,490.19479,0.0044,977.2079
-2.49E-04,490.12099,0.00442,978.50933
-2.48E-04,490.12377,0.00444,978.32124
-2.49E-04,490.37296,0.00445,979.18115
-2.49E-04,490.68157,0.00447,978.59694
-2.48E-04,491.30153,0.00448,980.60544
-2.48E-04,491.58855,0.0045,979.92792
-2.49E-04,491.76657,0.00451,981.11234
-2.49E-04,492.05369,0.00453,981.37619
-2.49E-04,491.9052,0.00455,981.51957
-2.52E-04,492.24217,0.00456,983.46997
-2.50E-04,493.36421,0.00458,982.36453
-2.50E-04,492.99547,0.00459,983.6947
-2.50E-04,493.23336,0.00461,983.67598
-2.51E-04,493.4931,0.00462,984.79156
-2.52E-04,493.73554,0.00464,984.54888
-2.51E-04,493.85686,0.00465,984.52472
-2.52E-04,494.1052,0.00467,986.84157
-2.51E-04,494.60114,0.00469,985.61441
-2.51E-04,494.94537,0.0047,987.39508
-2.53E-04,494.74996,0.00472,987.19358
-2.54E-04,495.29432,0.00473,988.32244
-2.52E-04,495.71828,0.00475,988.27621
-2.50E-04,495.86336,0.00476,987.92629
-2.53E-04,496.01495,0.00478,990.40236
-2.53E-04,496.48368,0.00479,989.15043
-2.53E-04,496.35377,0.00481,990.44137
-2.53E-04,497.11266,0.00482,991.39958
-2.54E-04,497.12098,0.00484,992.20576
-2.54E-04,497.06479,0.00486,991.55247
-2.54E-04,497.28856,0.00487,991.23285
-2.55E-04,497.95282,0.00489,994.23453
-2.53E-04,498.15636,0.0049,992.51338
-2.53E-04,497.96846,0.00492,993.2486
-2.56E-04,498.26398,0.00494,995.17296
-2.56E-04,498.67235,0.00495,994.68367
-2.55E-04,498.78558,0.00496,994.77381
-2.56E-04,499.01286,0.00498,995.70023
-2.58E-04,499.171,0.005,997.7693
-2.57E-04,499.82492,0.00501,996.06328
-2.56E-04,499.92459,0.00502,997.00093
-2.57E-04,500.0021,0.00504,997.99202
-2.57E-04,500.36138,0.00506,998.31783
-2.56E-04,500.76311,0.00507,997.94002
-2.56E-04,500.91275,0.00509,997.92721
-2.59E-04,501.05967,0.0051,1001.15183
-2.58E-04,501.05357,0.00512,999.12044
-2.57E-04,501.29699,0.00513,999.84133
-2.58E-04,501.75054,0.00515,1000.93365
-2.58E-04,501.85094,0.00516,1000.95553
-2.59E-04,501.77157,0.00518,1001.35671
-2.59E-04,501.78044,0.0052,1001.73867
-2.59E-04,502.32397,0.00521,1003.61898
-2.59E-04,503.04075,0.00523,1002.43842
-2.58E-04,503.2809,0.00524,1003.57587
-2.59E-04,503.04661,0.00526,1003.74545
-2.59E-04,503.19958,0.00527,1004.13233
-2.58E-04,503.70784,0.00528,1004.22458
-2.59E-04,504.10848,0.0053,1004.1909
-2.60E-04,504.19295,0.00531,1006.36424
-2.60E-04,504.07989,0.00533,1005.23407
-2.59E-04,504.33831,0.00534,1006.63682
-2.61E-04,504.66025,0.00536,1006.96843
-2.61E-04,504.98184,0.00537,1006.72424
-2.60E-04,505.50998,0.00539,1007.77147
-2.59E-04,505.40061,0.0054,1006.94776
-2.61E-04,505.54041,0.00542,1009.07444
-2.62E-04,506.03177,0.00543,1008.64438
-2.62E-04,505.79453,0.00545,1009.23858
-2.61E-04,506.28573,0.00546,1009.91373
-2.61E-04,506.40663,0.00548,1009.84111
-2.62E-04,506.97783,0.00549,1011.02854
-2.62E-04,506.71429,0.00551,1010.16063
-2.63E-04,506.82277,0.00552,1012.70742
-2.62E-04,507.24774,0.00554,1011.18345
-2.62E-04,507.46674,0.00555,1011.66815
-2.64E-04,507.61379,0.00557,1013.23891
-2.61E-04,508.15935,0.00558,1012.30388
-2.64E-04,508.11244,0.00559,1014.2463
-2.64E-04,508.03334,0.00561,1013.65381
-2.65E-04,507.96313,0.00563,1014.99703
-2.63E-04,508.74282,0.00564,1014.30104
-2.63E-04,509.02265,0.00565,1014.84356
-2.66E-04,508.86931,0.00567,1016.55288
-2.66E-04,508.89376,0.00569,1015.65245
-2.64E-04,509.27113,0.0057,1016.20147
-2.64E-04,510.0925,0.00572,1016.26504
-2.64E-04,510.21937,0.00573,1017.4839
-2.66E-04,509.89656,0.00575,1017.80707
-2.65E-04,509.87716,0.00576,1017.63818
-2.64E-04,510.61918,0.00577,1017.96591
-2.66E-04,510.91199,0.00579,1018.51104
-2.66E-04,511.00909,0.0058,1019.49169
-2.65E-04,510.60068,0.00582,1018.56707
-2.66E-04,510.75602,0.00583,1019.78865
-2.67E-04,511.45291,0.00585,1020.09978
-2.68E-04,511.71449,0.00586,1020.15094
-2.67E-04,511.48841,0.00588,1020.9167
-2.66E-04,511.65293,0.00589,1020.34803
-2.67E-04,512.80845,0.00591,1022.8756
-2.66E-04,512.82327,0.00592,1021.41577
-2.66E-04,512.4658,0.00593,1021.94282
-2.68E-04,512.81059,0.00595,1023.47494
-2.66E-04,513.18527,0.00597,1023.10505
-2.67E-04,513.05968,0.00598,1023.18344
-2.68E-04,513.28186,0.006,1023.58644
-2.68E-04,513.82593,0.00601,1025.1767
-2.68E-04,513.6641,0.00603,1024.47139
-2.68E-04,513.86248,0.00604,1025.30829
-2.69E-04,514.23278,0.00605,1025.601
-2.67E-04,514.74637,0.00607,1025.10757
-2.66E-04,514.96208,0.00608,1026.08328
-2.67E-04,514.9088,0.0061,1025.90904
-2.68E-04,515.01488,0.00611,1027.40806
-2.69E-04,514.96691,0.00613,1027.1782
-2.69E-04,515.14618,0.00614,1028.19655
-2.69E-04,515.44534,0.00616,1027.3758
-2.69E-04,515.40699,0.00617,1027.37526
-2.70E-04,515.59809,0.00618,1029.65853
-2.69E-04,515.89038,0.0062,1028.16987
-2.70E-04,516.26594,0.00621,1029.13051
-2.70E-04,516.20938,0.00623,1029.28372
-2.69E-04,516.33473,0.00624,1030.06935
-2.70E-04,516.68024,0.00626,1031.38769
-2.70E-04,517.06566,0.00627,1030.52605
-2.70E-04,517.00771,0.00628,1031.31454
-2.70E-04,516.98711,0.0063,1031.35238
-2.71E-04,517.16574,0.00632,1033.35783
-2.71E-04,517.53508,0.00633,1031.96125
-2.70E-04,517.80282,0.00635,1031.94546
-2.72E-04,517.68511,0.00636,1033.67266
-2.71E-04,517.6939,0.00638,1032.70921
-2.69E-04,518.48783,0.00639,1033.22463
-2.71E-04,518.53312,0.0064,1033.90647
-2.72E-04,518.61175,0.00642,1034.99354
-2.71E-04,518.57701,0.00643,1034.3621
-2.70E-04,518.7503,0.00645,1034.73387
-2.72E-04,519.13631,0.00646,1035.91418
-2.72E-04,519.17628,0.00648,1034.98169
-2.71E-04,519.2892,0.00649,1035.81904
-2.71E-04,519.72476,0.00651,1036.40675
-2.73E-04,519.81964,0.00652,1037.83655
-2.73E-04,519.83213,0.00654,1036.75499
-2.71E-04,519.86731,0.00655,1036.61416
-2.73E-04,520.35864,0.00656,1038.7911
-2.73E-04,520.23884,0.00658,1037.43218
-2.73E-04,520.08607,0.00659,1038.05063
-2.72E-04,520.81489,0.00661,1038.36342
-2.71E-04,521.0732,0.00662,1038.91922
-2.72E-04,521.3238,0.00663,1039.18257
-2.73E-04,521.04403,0.00665,1039.4863
-2.73E-04,521.1194,0.00666,1040.37792
-2.72E-04,521.73344,0.00668,1039.45388
-2.73E-04,521.82336,0.00669,1041.10026
-2.74E-04,521.72915,0.00671,1040.87248
-2.73E-04,521.76747,0.00672,1041.67941
-2.73E-04,522.30129,0.00673,1041.44671
-2.72E-04,522.36432,0.00675,1041.25785
-2.74E-04,522.49987,0.00676,1042.91082
-2.74E-04,522.36812,0.00678,1041.83149
-2.73E-04,522.8961,0.00679,1043.5592
-2.73E-04,523.11172,0.0068,1042.90365
-2.76E-04,523.2278,0.00682,1044.24927
-2.75E-04,523.14834,0.00683,1043.87394
-2.74E-04,522.89737,0.00685,1043.46264
-2.75E-04,523.33126,0.00686,1045.2044
-2.76E-04,523.93579,0.00688,1044.62464
-2.77E-04,523.79847,0.00689,1045.94203
-2.74E-04,523.59531,0.00691,1044.77909
-2.75E-04,524.10539,0.00692,1045.60292
-2.76E-04,524.61149,0.00693,1047.06367
-2.75E-04,524.63022,0.00695,1045.97318
-2.75E-04,524.63858,0.00696,1047.54809
-2.74E-04,524.73287,0.00698,1046.26642
-2.74E-04,525.36063,0.00699,1047.1081
-2.75E-04,525.29071,0.007,1047.82582
-2.75E-04,525.35472,0.00702,1047.77714
-2.75E-04,525.50717,0.00703,1047.97055
-2.76E-04,525.29936,0.00705,1048.00908
-2.77E-04,525.56411,0.00706,1050.21617
-2.75E-04,525.95004,0.00708,1048.63869
-2.75E-04,525.8845,0.00709,1049.03507
-2.76E-04,526.51735,0.0071,1050.39741
-2.76E-04,526.51654,0.00712,1050.49506
-2.75E-04,526.5184,0.00713,1050.43561
-2.75E-04,526.54854,0.00715,1049.74755
-2.76E-04,526.87036,0.00716,1051.60365
-2.76E-04,527.13522,0.00718,1050.8892
-2.76E-04,527.29801,0.00719,1052.70303
-2.75E-04,527.26214,0.0072,1051.69929
-2.76E-04,527.64407,0.00722,1051.65695
-2.77E-04,528.00453,0.00723,1053.5516
-2.76E-04,527.4708,0.00725,1052.17354
-2.75E-04,527.87374,0.00726,1053.00201
-2.76E-04,528.50575,0.00727,1053.47936
-2.76E-04,528.75893,0.00729,1054.21814
-2.75E-04,528.39022,0.0073,1053.4111
-2.75E-04,528.3906,0.00732,1053.86515
-2.77E-04,529.00263,0.00733,1056.37447
-2.77E-04,528.97734,0.00735,1054.60346
-2.76E-04,528.94545,0.00736,1054.91565
-2.75E-04,529.41694,0.00737,1055.01427
-2.75E-04,529.81687,0.00739,1056.30524
-2.75E-04,529.84796,0.0074,1055.8737
-2.76E-04,529.71574,0.00741,1055.89459
-2.76E-04,529.88785,0.00743,1057.06723
-2.75E-04,529.70829,0.00744,1056.07718
